ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,1,2021,C,Y,0,0,0
91901,1,2021,R,Y,2255,129525,57
91902,1,2021,C,Y,0,0,0
91902,1,2021,R,N,5133,316344,62
91905,1,2021,C,Y,0,0,0
91905,1,2021,R,Y,0,0,0
91906,1,2021,C,Y,0,0,0
91906,1,2021,R,Y,0,0,0
91910,1,2021,C,Y,0,0,0
91910,1,2021,R,Y,20729,838531,40
91911,1,2021,C,Y,472,190795,404
91911,1,2021,R,Y,16675,709221,43
91912,1,2021,C,Y,0,0,0
91912,1,2021,R,Y,0,0,0
91913,1,2021,C,N,98,39045,398
91913,1,2021,R,N,17064,664374,39
91914,1,2021,C,Y,0,0,0
91914,1,2021,R,N,5091,270289,53
91915,1,2021,C,Y,0,0,0
91915,1,2021,R,Y,10214,411656,40
91916,1,2021,C,Y,0,0,0
91916,1,2021,R,Y,0,0,0
91917,1,2021,C,Y,0,0,0
91917,1,2021,R,Y,0,0,0
91931,1,2021,C,Y,0,0,0
91931,1,2021,R,Y,0,0,0
91932,1,2021,C,N,155,39691,256
91932,1,2021,R,N,8275,287322,35
91934,1,2021,C,Y,0,0,0
91934,1,2021,R,Y,0,0,0
91935,1,2021,C,Y,0,0,0
91935,1,2021,R,N,209,23179,111
91941,1,2021,C,N,142,25695,181
91941,1,2021,R,N,10764,619520,58
91942,1,2021,C,N,633,199384,315
91942,1,2021,R,N,10654,508154,48
91945,1,2021,C,N,291,60185,207
91945,1,2021,R,N,7707,309308,40
91948,1,2021,C,Y,0,0,0
91948,1,2021,R,Y,0,0,0
91950,1,2021,C,Y,1462,469767,321
91950,1,2021,R,Y,11753,378760,32
91962,1,2021,C,Y,0,0,0
91962,1,2021,R,Y,0,0,0
91963,1,2021,C,Y,0,0,0
91963,1,2021,R,Y,0,0,0
91977,1,2021,C,N,312,69963,224
91977,1,2021,R,N,15077,650824,43
91978,1,2021,C,Y,0,0,0
91978,1,2021,R,N,2355,117715,50
91980,1,2021,C,Y,0,0,0
91980,1,2021,R,Y,0,0,0
92003,1,2021,C,Y,0,0,0
92003,1,2021,R,N,248,16792,68
92004,1,2021,C,Y,0,0,0
92004,1,2021,R,Y,289,13528,47
92007,1,2021,C,Y,0,0,0
92007,1,2021,R,N,4052,194022,48
92008,1,2021,C,N,539,302069,560
92008,1,2021,R,N,10004,513659,51
92009,1,2021,C,N,228,179024,785
92009,1,2021,R,N,15377,981696,64
92010,1,2021,C,Y,0,0,0
92010,1,2021,R,N,6521,297712,46
92011,1,2021,C,N,190,141496,745
92011,1,2021,R,N,8792,492594,56
92014,1,2021,C,N,167,55760,334
92014,1,2021,R,N,5384,389897,72
92019,1,2021,C,N,192,109881,572
92019,1,2021,R,N,11878,670165,56
92020,1,2021,C,N,845,263129,311
92020,1,2021,R,N,13620,775124,57
92021,1,2021,C,N,496,162016,327
92021,1,2021,R,N,14128,774717,55
92024,1,2021,C,Y,785,337729,430
92024,1,2021,R,Y,16329,1015320,62
92025,1,2021,C,Y,1252,331515,265
92025,1,2021,R,Y,11384,539812,47
92026,1,2021,C,Y,166,64276,387
92026,1,2021,R,Y,10199,506235,50
92027,1,2021,C,Y,225,86866,386
92027,1,2021,R,Y,12703,644507,51
92028,1,2021,C,Y,0,0,0
92028,1,2021,R,Y,9243,503911,55
92029,1,2021,C,Y,0,0,0
92029,1,2021,R,N,6034,382479,63
92036,1,2021,C,Y,0,0,0
92036,1,2021,R,Y,0,0,0
92037,1,2021,C,Y,0,0,0
92037,1,2021,R,Y,14406,1049587,73
92040,1,2021,C,N,207,46283,224
92040,1,2021,R,N,9116,472531,52
92045,1,2021,C,Y,0,0,0
92045,1,2021,R,Y,0,0,0
92049,1,2021,C,Y,0,0,0
92049,1,2021,R,Y,0,0,0
92054,1,2021,C,Y,714,244154,342
92054,1,2021,R,Y,11761,575714,49
92055,1,2021,C,Y,0,0,0
92055,1,2021,R,Y,0,0,0
92056,1,2021,C,Y,0,0,0
92056,1,2021,R,N,18856,885768,47
92057,1,2021,C,Y,0,0,0
92057,1,2021,R,N,18473,869795,47
92058,1,2021,C,Y,364,162500,446
