ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,7,2019,C,Y,88,21383,243
91901,7,2019,R,Y,2117,35589,17
91902,7,2019,C,Y,0,0,0
91902,7,2019,R,N,5204,92954,18
91905,7,2019,C,Y,0,0,0
91905,7,2019,R,Y,0,0,0
91906,7,2019,C,Y,0,0,0
91906,7,2019,R,Y,0,0,0
91910,7,2019,C,Y,0,0,0
91910,7,2019,R,Y,20823,343912,17
91911,7,2019,C,Y,482,150008,311
91911,7,2019,R,Y,16849,320681,19
91912,7,2019,C,Y,0,0,0
91912,7,2019,R,Y,0,0,0
91913,7,2019,C,N,89,20750,233
91913,7,2019,R,N,16233,254284,16
91914,7,2019,C,Y,0,0,0
91914,7,2019,R,N,5165,96714,19
91915,7,2019,C,Y,82,16740,204
91915,7,2019,R,Y,10196,152726,15
91916,7,2019,C,Y,0,0,0
91916,7,2019,R,Y,0,0,0
91917,7,2019,C,Y,0,0,0
91917,7,2019,R,Y,0,0,0
91931,7,2019,C,Y,0,0,0
91931,7,2019,R,Y,0,0,0
91932,7,2019,C,N,161,35151,218
91932,7,2019,R,N,8502,139608,16
91934,7,2019,C,Y,0,0,0
91934,7,2019,R,Y,0,0,0
91935,7,2019,C,Y,0,0,0
91935,7,2019,R,N,214,7067,33
91941,7,2019,C,N,135,18664,138
91941,7,2019,R,N,10879,185963,17
91942,7,2019,C,N,657,140602,214
91942,7,2019,R,N,10858,176760,16
91945,7,2019,C,N,299,42743,143
91945,7,2019,R,N,7881,117252,15
91948,7,2019,C,Y,0,0,0
91948,7,2019,R,Y,0,0,0
91950,7,2019,C,Y,1460,395399,271
91950,7,2019,R,Y,11866,205175,17
91962,7,2019,C,Y,0,0,0
91962,7,2019,R,Y,0,0,0
91963,7,2019,C,Y,0,0,0
91963,7,2019,R,Y,0,0,0
91977,7,2019,C,N,318,41750,131
91977,7,2019,R,N,15400,249893,16
91978,7,2019,C,Y,0,0,0
91978,7,2019,R,N,2411,39171,16
91980,7,2019,C,Y,0,0,0
91980,7,2019,R,Y,0,0,0
92003,7,2019,C,Y,0,0,0
92003,7,2019,R,N,211,3663,17
92004,7,2019,C,Y,0,0,0
92004,7,2019,R,Y,288,1897,7
92007,7,2019,C,Y,0,0,0
92007,7,2019,R,N,4170,68338,16
92008,7,2019,C,N,555,225931,407
92008,7,2019,R,N,10092,184827,18
92009,7,2019,C,N,223,99669,447
92009,7,2019,R,N,15534,303639,20
92010,7,2019,C,Y,0,0,0
92010,7,2019,R,N,6432,94847,15
92011,7,2019,C,N,192,69467,362
92011,7,2019,R,N,8914,155214,17
92014,7,2019,C,N,170,57107,336
92014,7,2019,R,N,5435,114958,21
92019,7,2019,C,N,204,52809,259
92019,7,2019,R,N,12058,204722,17
92020,7,2019,C,N,884,179497,203
92020,7,2019,R,N,14031,274629,20
92021,7,2019,C,N,503,114345,227
