ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,1,2014,C,Y,87,23199,267
91901,1,2014,R,Y,2230,75564,34
91902,1,2014,C,Y,0,0,0
91902,1,2014,R,N,5335,212828,40
91905,1,2014,C,Y,0,0,0
91905,1,2014,R,Y,0,0,0
91906,1,2014,C,Y,0,0,0
91906,1,2014,R,Y,0,0,0
91910,1,2014,C,Y,0,0,0
91910,1,2014,R,Y,21955,690471,31
91911,1,2014,C,Y,484,152532,315
91911,1,2014,R,Y,17588,2407692,137
91912,1,2014,C,Y,0,0,0
91912,1,2014,R,Y,0,0,0
91913,1,2014,C,N,80,22035,275
91913,1,2014,R,N,14808,379616,26
91914,1,2014,C,Y,0,0,0
91914,1,2014,R,N,5313,158834,30
91915,1,2014,C,Y,0,0,0
91915,1,2014,R,Y,9208,241141,26
91916,1,2014,C,Y,0,0,0
91916,1,2014,R,Y,0,0,0
91917,1,2014,C,Y,0,0,0
91917,1,2014,R,Y,0,0,0
91931,1,2014,C,Y,0,0,0
91931,1,2014,R,Y,0,0,0
91932,1,2014,C,N,161,35116,218
91932,1,2014,R,N,8818,2109573,239
91934,1,2014,C,Y,0,0,0
91934,1,2014,R,Y,0,0,0
91935,1,2014,C,Y,0,0,0
91935,1,2014,R,N,209,13278,64
91941,1,2014,C,N,141,24884,176
91941,1,2014,R,N,11375,1306201,115
91942,1,2014,C,Y,0,0,0
91942,1,2014,R,N,11132,1290858,116
91945,1,2014,C,N,313,48804,156
91945,1,2014,R,N,8057,244498,30
91948,1,2014,C,Y,0,0,0
91948,1,2014,R,Y,0,0,0
91950,1,2014,C,Y,0,0,0
91950,1,2014,R,Y,12362,323502,26
91962,1,2014,C,Y,0,0,0
91962,1,2014,R,Y,0,0,0
91963,1,2014,C,Y,0,0,0
91963,1,2014,R,Y,0,0,0
91977,1,2014,C,N,326,51560,158
91977,1,2014,R,N,15854,518401,33
91978,1,2014,C,Y,0,0,0
91978,1,2014,R,N,2432,82127,34
91980,1,2014,C,Y,0,0,0
91980,1,2014,R,Y,0,0,0
92003,1,2014,C,Y,0,0,0
92003,1,2014,R,N,151,7917,52
92004,1,2014,C,Y,0,0,0
92004,1,2014,R,Y,305,14499,48
92007,1,2014,C,Y,0,0,0
92007,1,2014,R,N,4341,155456,36
92008,1,2014,C,N,575,273007,475
92008,1,2014,R,N,10534,390473,37
92009,1,2014,C,N,183,136095,744
92009,1,2014,R,N,15918,2503056,157
92010,1,2014,C,Y,0,0,0
92010,1,2014,R,N,5670,182161,32
92011,1,2014,C,N,184,110397,600
92011,1,2014,R,N,9244,1246399,135
92014,1,2014,C,N,180,70987,394
92014,1,2014,R,N,5710,272543,48
92019,1,2014,C,N,204,85519,419
92019,1,2014,R,N,12372,464292,38
92020,1,2014,C,N,922,238939,259
92020,1,2014,R,N,14440,574421,40
92021,1,2014,C,Y,0,0,0
92021,1,2014,R,N,14425,571789,40
92024,1,2014,C,Y,855,306367,358
92024,1,2014,R,Y,16927,688179,41
92025,1,2014,C,Y,1353,310059,229
92025,1,2014,R,Y,11632,2249144,193
92026,1,2014,C,Y,171,64193,375
92026,1,2014,R,Y,10301,363875,35
92027,1,2014,C,Y,234,66909,286
92027,1,2014,R,Y,13160,491810,37
92028,1,2014,C,Y,0,0,0
92028,1,2014,R,Y,8803,1235905,140
92029,1,2014,C,Y,0,0,0
92029,1,2014,R,N,5725,217568,38
92036,1,2014,C,Y,0,0,0
92036,1,2014,R,Y,0,0,0
92037,1,2014,C,Y,0,0,0
92037,1,2014,R,Y,15559,1639370,105
92040,1,2014,C,Y,0,0,0
92040,1,2014,R,N,9049,351519,39
92045,1,2014,C,Y,0,0,0
92045,1,2014,R,Y,0,0,0
92049,1,2014,C,Y,0,0,0
92049,1,2014,R,Y,0,0,0
92054,1,2014,C,Y,707,203906,288
92054,1,2014,R,Y,12564,2302255,183
92055,1,2014,C,Y,0,0,0
92055,1,2014,R,Y,0,0,0
92056,1,2014,C,Y,0,0,0
92056,1,2014,R,N,19783,1664026,84
92057,1,2014,C,Y,0,0,0
92057,1,2014,R,N,19110,677049,35
92058,1,2014,C,Y,0,0,0
92058,1,2014,R,Y,6562,357487,54
92059,1,2014,C,Y,0,0,0
92059,1,2014,R,Y,0,0,0
92060,1,2014,C,Y,0,0,0
92060,1,2014,R,Y,0,0,0
92061,1,2014,C,Y,0,0,0
92061,1,2014,R,Y,0,0,0
92064,1,2014,C,Y,0,0,0
92064,1,2014,R,N,13759,617204,45
92065,1,2014,C,Y,0,0,0
92065,1,2014,R,Y,0,0,0
92066,1,2014,C,Y,0,0,0
92066,1,2014,R,Y,0,0,0
92067,1,2014,C,Y,0,0,0
92067,1,2014,R,N,2152,273213,127
92068,1,2014,C,Y,0,0,0
92068,1,2014,R,Y,0,0,0
92069,1,2014,C,Y,0,0,0
92069,1,2014,R,Y,11601,400161,34
92070,1,2014,C,Y,0,0,0
92070,1,2014,R,Y,0,0,0
92071,1,2014,C,Y,0,0,0
92071,1,2014,R,Y,16257,590420,36
92072,1,2014,C,Y,0,0,0
92072,1,2014,R,Y,0,0,0
92075,1,2014,C,N,263,56266,214
92075,1,2014,R,N,4854,197892,41
92078,1,2014,C,Y,0,0,0
92078,1,2014,R,N,15752,2369519,150
92079,1,2014,C,Y,0,0,0
92079,1,2014,R,Y,0,0,0
92081,1,2014,C,Y,0,0,0
92081,1,2014,R,Y,10328,313533,30
92082,1,2014,C,Y,0,0,0
92082,1,2014,R,Y,539,30897,57
92083,1,2014,C,Y,0,0,0
92083,1,2014,R,N,8744,271230,31
92084,1,2014,C,Y,404,132481,328
92084,1,2014,R,Y,10138,1288211,127
92085,1,2014,C,Y,0,0,0
92085,1,2014,R,Y,0,0,0
92086,1,2014,C,Y,0,0,0
92086,1,2014,R,Y,0,0,0
92091,1,2014,C,Y,0,0,0
92091,1,2014,R,N,733,49096,67
92092,1,2014,C,Y,0,0,0
92092,1,2014,R,Y,0,0,0
92093,1,2014,C,Y,0,0,0
92093,1,2014,R,Y,0,0,0
92096,1,2014,C,Y,0,0,0
92096,1,2014,R,Y,0,0,0
