ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,4,2018,C,Y,89,25524,287
91901,4,2018,R,Y,2101,1954512,930
91902,4,2018,C,Y,0,0,0
91902,4,2018,R,N,5157,1082218,210
91905,4,2018,C,Y,0,0,0
91905,4,2018,R,Y,0,0,0
91906,4,2018,C,Y,0,0,0
91906,4,2018,R,Y,0,0,0
91910,4,2018,C,Y,0,0,0
91910,4,2018,R,Y,20669,1362919,66
91911,4,2018,C,Y,0,0,0
91911,4,2018,R,Y,16720,391317,23
91912,4,2018,C,Y,0,0,0
91912,4,2018,R,Y,0,0,0
91913,4,2018,C,N,89,27985,314
91913,4,2018,R,N,15318,280202,18
91914,4,2018,C,Y,0,0,0
91914,4,2018,R,N,5112,113768,22
91915,4,2018,C,Y,78,24639,316
91915,4,2018,R,Y,9531,172140,18
91916,4,2018,C,Y,0,0,0
91916,4,2018,R,Y,0,0,0
91917,4,2018,C,Y,0,0,0
91917,4,2018,R,Y,0,0,0
91931,4,2018,C,Y,0,0,0
91931,4,2018,R,Y,0,0,0
91932,4,2018,C,N,160,40138,251
91932,4,2018,R,N,8261,4034063,488
91934,4,2018,C,Y,0,0,0
91934,4,2018,R,Y,0,0,0
91935,4,2018,C,Y,0,0,0
91935,4,2018,R,N,211,7762,37
91941,4,2018,C,N,134,19156,143
91941,4,2018,R,N,10834,1190235,110
91942,4,2018,C,Y,0,0,0
91942,4,2018,R,N,10756,1102042,102
91945,4,2018,C,N,306,44310,145
91945,4,2018,R,N,7762,157577,20
91948,4,2018,C,Y,0,0,0
91948,4,2018,R,Y,0,0,0
91950,4,2018,C,Y,1472,7819061,5312
91950,4,2018,R,Y,11800,243935,21
91962,4,2018,C,Y,0,0,0
91962,4,2018,R,Y,0,0,0
91963,4,2018,C,Y,0,0,0
91963,4,2018,R,Y,0,0,0
91977,4,2018,C,Y,0,0,0
91977,4,2018,R,N,15239,313144,21
91978,4,2018,C,Y,0,0,0
91978,4,2018,R,N,2383,53985,23
91980,4,2018,C,Y,0,0,0
91980,4,2018,R,Y,0,0,0
92003,4,2018,C,Y,0,0,0
92003,4,2018,R,N,178,4222,24
92004,4,2018,C,Y,0,0,0
92004,4,2018,R,Y,299,3106,10
92007,4,2018,C,Y,0,0,0
92007,4,2018,R,N,4128,86793,21
92008,4,2018,C,Y,0,0,0
92008,4,2018,R,N,10036,3078281,307
92009,4,2018,C,Y,0,0,0
92009,4,2018,R,N,15435,387598,25
92010,4,2018,C,Y,0,0,0
92010,4,2018,R,N,5761,108375,19
92011,4,2018,C,N,189,77069,408
92011,4,2018,R,N,8846,1199046,136
92014,4,2018,C,Y,0,0,0
92014,4,2018,R,N,5422,152749,28
92019,4,2018,C,N,195,58907,302
92019,4,2018,R,N,11947,2156758,181
92020,4,2018,C,Y,0,0,0
92020,4,2018,R,N,13845,2257815,163
92021,4,2018,C,Y,0,0,0
92021,4,2018,R,N,14025,1299262,93
92024,4,2018,C,Y,0,0,0
92024,4,2018,R,Y,16427,2327003,142
92025,4,2018,C,Y,1293,253578,196
92025,4,2018,R,Y,11281,248625,22
92026,4,2018,C,Y,185,52153,282
92026,4,2018,R,Y,9966,284439,29
92027,4,2018,C,Y,229,57548,251
92027,4,2018,R,Y,12714,1266244,100
92028,4,2018,C,Y,0,0,0
92028,4,2018,R,Y,8584,205124,24
92029,4,2018,C,Y,0,0,0
92029,4,2018,R,N,5653,135031,24
