ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,1,2015,C,Y,81,22422,277
91901,1,2015,R,Y,2091,2815337,1346
91902,1,2015,C,Y,0,0,0
91902,1,2015,R,N,5126,1133459,221
91905,1,2015,C,Y,0,0,0
91905,1,2015,R,Y,0,0,0
91906,1,2015,C,Y,0,0,0
91906,1,2015,R,Y,0,0,0
91910,1,2015,C,Y,0,0,0
91910,1,2015,R,Y,20604,630625,31
91911,1,2015,C,Y,0,0,0
91911,1,2015,R,Y,16563,3272155,198
91912,1,2015,C,Y,0,0,0
91912,1,2015,R,Y,0,0,0
91913,1,2015,C,N,81,27852,344
91913,1,2015,R,N,13915,369899,27
91914,1,2015,C,Y,0,0,0
91914,1,2015,R,N,5060,165212,33
91915,1,2015,C,Y,0,0,0
91915,1,2015,R,Y,8764,1156053,132
91916,1,2015,C,Y,0,0,0
91916,1,2015,R,Y,0,0,0
91917,1,2015,C,Y,0,0,0
91917,1,2015,R,Y,0,0,0
91931,1,2015,C,Y,0,0,0
91931,1,2015,R,Y,0,0,0
91932,1,2015,C,N,151,34851,231
91932,1,2015,R,N,8132,231824,29
91934,1,2015,C,Y,0,0,0
91934,1,2015,R,Y,0,0,0
91935,1,2015,C,Y,0,0,0
91935,1,2015,R,N,210,14514,69
91941,1,2015,C,N,137,26071,190
91941,1,2015,R,N,10822,432977,40
91942,1,2015,C,N,670,177651,265
91942,1,2015,R,N,10470,2216496,212
91945,1,2015,C,N,307,48348,157
91945,1,2015,R,N,7648,239019,31
91948,1,2015,C,Y,0,0,0
91948,1,2015,R,Y,0,0,0
91950,1,2015,C,Y,0,0,0
91950,1,2015,R,Y,11671,1234691,106
91962,1,2015,C,Y,0,0,0
91962,1,2015,R,Y,0,0,0
91963,1,2015,C,Y,0,0,0
91963,1,2015,R,Y,0,0,0
91977,1,2015,C,N,317,52781,167
91977,1,2015,R,N,15044,1398562,93
91978,1,2015,C,Y,0,0,0
91978,1,2015,R,N,2274,78036,34
91980,1,2015,C,Y,0,0,0
91980,1,2015,R,Y,0,0,0
92003,1,2015,C,Y,0,0,0
92003,1,2015,R,N,141,7280,52
92004,1,2015,C,Y,0,0,0
92004,1,2015,R,Y,288,13930,48
92007,1,2015,C,Y,0,0,0
92007,1,2015,R,N,4131,134042,32
92008,1,2015,C,N,564,268595,476
92008,1,2015,R,N,9744,350792,36
92009,1,2015,C,N,189,132342,700
92009,1,2015,R,N,15165,648842,43
92010,1,2015,C,Y,0,0,0
92010,1,2015,R,N,5383,186667,35
92011,1,2015,C,Y,0,0,0
92011,1,2015,R,N,8687,320934,37
92014,1,2015,C,N,174,68638,394
92014,1,2015,R,N,5415,277592,51
92019,1,2015,C,Y,0,0,0
92019,1,2015,R,N,11783,482203,41
92020,1,2015,C,Y,0,0,0
92020,1,2015,R,N,13620,1529566,112
92021,1,2015,C,N,534,140319,263
92021,1,2015,R,N,13639,607518,45
92024,1,2015,C,Y,0,0,0
92024,1,2015,R,Y,16169,2475868,153
92025,1,2015,C,Y,0,0,0
92025,1,2015,R,N,11030,416596,38
92026,1,2015,C,Y,165,63344,384
92026,1,2015,R,Y,9676,380359,39
92027,1,2015,C,Y,229,63192,276
92027,1,2015,R,Y,12457,1408723,113
92028,1,2015,C,Y,0,0,0
92028,1,2015,R,Y,8259,346912,42
92029,1,2015,C,Y,0,0,0
92029,1,2015,R,N,5326,233011,44
92036,1,2015,C,Y,0,0,0
92036,1,2015,R,Y,0,0,0
92037,1,2015,C,Y,0,0,0
92037,1,2015,R,Y,14576,1613958,111
92040,1,2015,C,Y,0,0,0
92040,1,2015,R,N,8686,352934,41
92045,1,2015,C,Y,0,0,0
92045,1,2015,R,Y,0,0,0
92049,1,2015,C,Y,0,0,0
92049,1,2015,R,Y,0,0,0
92054,1,2015,C,Y,0,0,0
92054,1,2015,R,Y,11697,440426,38
92055,1,2015,C,Y,0,0,0
92055,1,2015,R,Y,0,0,0
92056,1,2015,C,Y,0,0,0
92056,1,2015,R,N,18458,2446999,133
92057,1,2015,C,Y,0,0,0
92057,1,2015,R,N,17888,636640,36
92058,1,2015,C,Y,0,0,0
92058,1,2015,R,Y,6074,321099,53
92059,1,2015,C,Y,0,0,0
92059,1,2015,R,Y,0,0,0
92060,1,2015,C,Y,0,0,0
92060,1,2015,R,Y,0,0,0
92061,1,2015,C,Y,0,0,0
92061,1,2015,R,Y,0,0,0
92064,1,2015,C,Y,741,229916,310
92064,1,2015,R,Y,13239,648474,49
92065,1,2015,C,Y,0,0,0
92065,1,2015,R,Y,0,0,0
92066,1,2015,C,Y,0,0,0
92066,1,2015,R,Y,0,0,0
92067,1,2015,C,Y,0,0,0
92067,1,2015,R,N,2073,259333,125
92068,1,2015,C,Y,0,0,0
92068,1,2015,R,Y,0,0,0
92069,1,2015,C,Y,336,221220,658
92069,1,2015,R,Y,11063,422858,38
92070,1,2015,C,Y,0,0,0
92070,1,2015,R,Y,0,0,0
92071,1,2015,C,Y,435,120512,277
92071,1,2015,R,Y,15539,1512340,97
92072,1,2015,C,Y,0,0,0
92072,1,2015,R,Y,0,0,0
92075,1,2015,C,N,256,55279,216
92075,1,2015,R,N,4578,187942,41
92078,1,2015,C,Y,0,0,0
92078,1,2015,R,N,14773,3296123,223
92079,1,2015,C,Y,0,0,0
92079,1,2015,R,Y,0,0,0
92081,1,2015,C,Y,0,0,0
92081,1,2015,R,Y,9515,312495,33
92082,1,2015,C,Y,0,0,0
92082,1,2015,R,Y,525,650057,1238
92083,1,2015,C,Y,0,0,0
92083,1,2015,R,N,8174,268470,33
92084,1,2015,C,Y,405,126572,313
92084,1,2015,R,Y,9523,1268772,133
92085,1,2015,C,Y,0,0,0
92085,1,2015,R,Y,0,0,0
92086,1,2015,C,Y,0,0,0
92086,1,2015,R,Y,0,0,0
92091,1,2015,C,Y,0,0,0
92091,1,2015,R,N,694,52085,75
92092,1,2015,C,Y,0,0,0
92092,1,2015,R,Y,0,0,0
92093,1,2015,C,Y,0,0,0
92093,1,2015,R,Y,0,0,0
92096,1,2015,C,Y,0,0,0
92096,1,2015,R,Y,0,0,0
92101,1,2015,C,Y,0,0,0
92101,1,2015,R,Y,2727,130865,48
92102,1,2015,C,Y,0,0,0
92102,1,2015,R,N,12216,1220840,100
92103,1,2015,C,Y,0,0,0
92103,1,2015,R,N,12426,363148,29
92104,1,2015,C,N,453,117444,259
92104,1,2015,R,N,17908,457083,26
92105,1,2015,C,N,369,81342,220
92105,1,2015,R,N,16624,473077,28
92106,1,2015,C,Y,0,0,0
92106,1,2015,R,Y,6717,271418,40
92107,1,2015,C,N,270,57916,215
92107,1,2015,R,N,11451,359541,31
92108,1,2015,C,Y,0,0,0
92108,1,2015,R,Y,4579,145453,32
92109,1,2015,C,N,688,219725,319
92109,1,2015,R,N,18015,2325007,129
92110,1,2015,C,Y,0,0,0
92110,1,2015,R,N,7589,264392,35
92111,1,2015,C,Y,0,0,0
92111,1,2015,R,N,12433,411392,33
92112,1,2015,C,Y,0,0,0
92112,1,2015,R,Y,0,0,0
92113,1,2015,C,Y,0,0,0
92113,1,2015,R,N,11281,296999,26
92114,1,2015,C,N,144,27360,190
92114,1,2015,R,N,16691,507706,30
92115,1,2015,C,Y,507,161383,318
92115,1,2015,R,Y,16906,3262667,193
92116,1,2015,C,N,276,31306,113
92116,1,2015,R,N,14652,379164,26
92117,1,2015,C,N,350,105886,303
92117,1,2015,R,N,17693,588134,33
92118,1,2015,C,Y,0,0,0
92118,1,2015,R,Y,6307,259492,41
92119,1,2015,C,N,116,27460,237
92119,1,2015,R,N,7627,290814,38
92120,1,2015,C,Y,0,0,0
92120,1,2015,R,N,9147,362355,40
92121,1,2015,C,Y,1815,7640648,4210
92121,1,2015,R,Y,1122,33273,30
92122,1,2015,C,Y,0,0,0
92122,1,2015,R,N,9616,424918,44
92123,1,2015,C,Y,576,242694,421
92123,1,2015,R,Y,8879,293369,33
92124,1,2015,C,Y,0,0,0
92124,1,2015,R,N,7595,237703,31
92126,1,2015,C,Y,0,0,0
92126,1,2015,R,Y,20586,1513008,73
92127,1,2015,C,Y,214,119837,560
92127,1,2015,R,Y,12555,1346429,107
92128,1,2015,C,Y,0,0,0
92128,1,2015,R,Y,19560,672761,34
92129,1,2015,C,Y,0,0,0
92129,1,2015,R,N,16318,530303,32
92130,1,2015,C,N,196,143302,731
92130,1,2015,R,N,18176,1630036,90
92131,1,2015,C,Y,0,0,0
92131,1,2015,R,Y,12556,2281922,182
92132,1,2015,C,Y,0,0,0
92132,1,2015,R,Y,0,0,0
92134,1,2015,C,Y,0,0,0
92134,1,2015,R,Y,0,0,0
92135,1,2015,C,Y,0,0,0
92135,1,2015,R,Y,0,0,0
92136,1,2015,C,Y,0,0,0
92136,1,2015,R,Y,0,0,0
92139,1,2015,C,N,61,14903,244
92139,1,2015,R,N,8264,2111680,256
92145,1,2015,C,Y,0,0,0
92145,1,2015,R,Y,0,0,0
92152,1,2015,C,Y,0,0,0
92152,1,2015,R,Y,0,0,0
92154,1,2015,C,Y,0,0,0
92154,1,2015,R,Y,17610,486409,28
92155,1,2015,C,Y,0,0,0
92155,1,2015,R,Y,0,0,0
92158,1,2015,C,Y,0,0,0
92158,1,2015,R,Y,0,0,0
92161,1,2015,C,Y,0,0,0
92161,1,2015,R,Y,0,0,0
92173,1,2015,C,Y,0,0,0
92173,1,2015,R,N,6026,1943927,323
92179,1,2015,C,Y,0,0,0
92179,1,2015,R,Y,0,0,0
92182,1,2015,C,Y,0,0,0
