ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,1,2018,A,Y,0,0,0
91901,1,2018,C,Y,0,0,0
91901,1,2018,I,Y,0,0,0
91901,1,2018,R,Y,8293,13877547,1673
91902,1,2018,A,Y,0,0,0
91902,1,2018,C,N,324,1316383,4063
91902,1,2018,I,Y,0,0,0
91902,1,2018,R,N,6274,3118500,497
91905,1,2018,A,Y,0,0,0
91905,1,2018,C,Y,0,0,0
91905,1,2018,I,Y,0,0,0
91905,1,2018,R,Y,308,179621,583
91906,1,2018,A,Y,0,0,0
91906,1,2018,C,Y,418,1316081,3149
91906,1,2018,I,Y,0,0,0
91906,1,2018,R,Y,1997,1138745,570
91910,1,2018,A,Y,0,0,0
91910,1,2018,C,Y,1646,11167832,6785
91910,1,2018,I,Y,41,21116733,515042
91910,1,2018,R,Y,26004,9502518,365
91911,1,2018,A,Y,0,0,0
91911,1,2018,C,Y,2111,12425744,5886
91911,1,2018,I,Y,0,0,0
91911,1,2018,R,Y,24154,9484244,393
91912,1,2018,A,Y,0,0,0
91912,1,2018,C,Y,0,0,0
91912,1,2018,I,Y,0,0,0
91912,1,2018,R,Y,0,0,0
91913,1,2018,A,Y,0,0,0
91913,1,2018,C,Y,0,0,0
91913,1,2018,I,Y,0,0,0
91913,1,2018,R,N,15531,55904354,3600
91914,1,2018,A,Y,0,0,0
91914,1,2018,C,N,474,2735797,5772
91914,1,2018,I,Y,0,0,0
91914,1,2018,R,N,5140,2189019,426
91915,1,2018,A,Y,0,0,0
91915,1,2018,C,Y,334,3460906,10362
91915,1,2018,I,Y,0,0,0
91915,1,2018,R,Y,9714,4657241,479
91916,1,2018,A,Y,0,0,0
91916,1,2018,C,Y,0,0,0
91916,1,2018,I,Y,0,0,0
91916,1,2018,R,Y,0,0,0
91917,1,2018,A,Y,0,0,0
91917,1,2018,C,Y,0,0,0
91917,1,2018,I,Y,0,0,0
91917,1,2018,R,N,217,152082,701
91931,1,2018,A,Y,0,0,0
91931,1,2018,C,Y,0,0,0
91931,1,2018,I,Y,0,0,0
91931,1,2018,R,Y,0,0,0
91932,1,2018,A,Y,0,0,0
91932,1,2018,C,N,404,1532863,3794
91932,1,2018,I,Y,0,0,0
91932,1,2018,R,N,10286,3377274,328
91934,1,2018,A,Y,0,0,0
91934,1,2018,C,Y,0,0,0
91934,1,2018,I,Y,0,0,0
91934,1,2018,R,Y,0,0,0
91935,1,2018,A,Y,0,0,0
91935,1,2018,C,Y,0,0,0
91935,1,2018,I,Y,0,0,0
91935,1,2018,R,N,2907,1989263,684
91941,1,2018,A,Y,0,0,0
91941,1,2018,C,N,339,1624607,4792
91941,1,2018,I,Y,0,0,0
91941,1,2018,R,N,13066,5812915,445
91942,1,2018,A,Y,0,0,0
91942,1,2018,C,N,1748,9371541,5361
91942,1,2018,I,Y,0,0,0
91942,1,2018,R,N,18302,6458822,353
91945,1,2018,A,Y,0,0,0
91945,1,2018,C,N,676,3051412,4514
91945,1,2018,I,Y,0,0,0
91945,1,2018,R,N,9384,4543607,484
91948,1,2018,A,Y,0,0,0
91948,1,2018,C,Y,0,0,0
91948,1,2018,I,Y,0,0,0
91948,1,2018,R,Y,0,0,0
91950,1,2018,A,Y,0,0,0
91950,1,2018,C,Y,2575,16357527,6352
91950,1,2018,I,Y,0,0,0
91950,1,2018,R,Y,16069,5647702,351
91962,1,2018,A,Y,0,0,0
91962,1,2018,C,Y,0,0,0
91962,1,2018,I,Y,0,0,0
91962,1,2018,R,Y,0,0,0
91963,1,2018,A,Y,0,0,0
91963,1,2018,C,Y,0,0,0
91963,1,2018,I,Y,0,0,0
91963,1,2018,R,Y,0,0,0
91977,1,2018,A,Y,0,0,0
91977,1,2018,C,N,889,3531554,3973
91977,1,2018,I,Y,0,0,0
91977,1,2018,R,N,19375,8101683,418
91978,1,2018,A,Y,0,0,0
91978,1,2018,C,N,272,1198559,4406
91978,1,2018,I,Y,0,0,0
91978,1,2018,R,N,3049,1461837,479
91980,1,2018,A,Y,0,0,0
91980,1,2018,C,Y,0,0,0
91980,1,2018,I,Y,0,0,0
91980,1,2018,R,Y,0,0,0
92003,1,2018,A,Y,0,0,0
92003,1,2018,C,N,261,728641,2792
92003,1,2018,I,Y,0,0,0
92003,1,2018,R,N,1804,1260633,699
92004,1,2018,A,Y,0,0,0
92004,1,2018,C,Y,0,0,0
92004,1,2018,I,Y,0,0,0
92004,1,2018,R,Y,2279,1038614,456
92007,1,2018,A,Y,0,0,0
92007,1,2018,C,N,222,837468,3772
92007,1,2018,I,Y,0,0,0
92007,1,2018,R,N,4722,1976545,419
92008,1,2018,A,Y,0,0,0
92008,1,2018,C,N,2054,19295909,9394
92008,1,2018,I,Y,0,0,0
92008,1,2018,R,N,12542,5181667,413
92009,1,2018,A,Y,0,0,0
92009,1,2018,C,N,631,6471180,10255
92009,1,2018,I,Y,0,0,0
92009,1,2018,R,N,17020,7997767,470
92010,1,2018,A,Y,0,0,0
92010,1,2018,C,N,512,2586189,5051
92010,1,2018,I,Y,0,0,0
92010,1,2018,R,N,6137,2456232,400
92011,1,2018,A,Y,0,0,0
92011,1,2018,C,N,711,6248947,8789
92011,1,2018,I,Y,0,0,0
92011,1,2018,R,N,9756,4355602,446
92014,1,2018,A,Y,0,0,0
92014,1,2018,C,N,561,2658562,4739
92014,1,2018,I,Y,0,0,0
92014,1,2018,R,N,6545,3643054,557
92019,1,2018,A,Y,0,0,0
92019,1,2018,C,N,604,3948562,6537
92019,1,2018,I,Y,0,0,0
92019,1,2018,R,N,15157,7107411,469
92020,1,2018,A,Y,0,0,0
92020,1,2018,C,N,2499,13301400,5323
92020,1,2018,I,Y,0,0,0
92020,1,2018,R,N,21519,8710673,405
92021,1,2018,A,Y,0,0,0
92021,1,2018,C,N,1409,6158340,4371
92021,1,2018,I,Y,0,0,0
92021,1,2018,R,N,22141,9961430,450
92024,1,2018,A,Y,0,0,0
92024,1,2018,C,Y,1927,9359997,4857
92024,1,2018,I,Y,0,0,0
92024,1,2018,R,Y,20089,9895119,493
92025,1,2018,A,N,64,247589,3869
92025,1,2018,C,N,2220,11912730,5366
92025,1,2018,I,Y,0,0,0
92025,1,2018,R,N,16012,6630214,414
92026,1,2018,A,Y,0,0,0
92026,1,2018,C,N,592,3573803,6037
92026,1,2018,I,Y,0,0,0
92026,1,2018,R,N,18427,16534253,897
92027,1,2018,A,Y,0,0,0
92027,1,2018,C,Y,1335,6302824,4721
92027,1,2018,I,Y,0,0,0
92027,1,2018,R,Y,16458,7041959,428
92028,1,2018,A,Y,0,0,0
92028,1,2018,C,Y,1416,5281855,3730
92028,1,2018,I,Y,0,0,0
92028,1,2018,R,Y,16361,9912428,606
92029,1,2018,A,Y,0,0,0
92029,1,2018,C,N,1393,7008883,5032
92029,1,2018,I,Y,0,0,0
92029,1,2018,R,N,6893,3639442,528
92036,1,2018,A,Y,0,0,0
92036,1,2018,C,Y,0,0,0
92036,1,2018,I,Y,0,0,0
92036,1,2018,R,Y,2370,1229692,519
92037,1,2018,A,Y,0,0,0
92037,1,2018,C,Y,1566,13863796,8853
92037,1,2018,I,Y,0,0,0
92037,1,2018,R,Y,20070,26676928,1329
92040,1,2018,A,Y,0,0,0
92040,1,2018,C,N,810,3590949,4433
92040,1,2018,I,Y,0,0,0
92040,1,2018,R,N,14487,7190856,496
92045,1,2018,C,Y,0,0,0
92045,1,2018,I,Y,0,0,0
92045,1,2018,R,Y,0,0,0
92049,1,2018,A,Y,0,0,0
92049,1,2018,C,Y,0,0,0
92049,1,2018,I,Y,0,0,0
92049,1,2018,R,Y,0,0,0
92054,1,2018,A,Y,0,0,0
92054,1,2018,C,Y,1387,9067748,6538
92054,1,2018,I,Y,0,0,0
92054,1,2018,R,Y,16027,6049134,377
92055,1,2018,A,Y,0,0,0
92055,1,2018,C,Y,0,0,0
92055,1,2018,I,Y,0,0,0
92055,1,2018,R,Y,0,0,0
92056,1,2018,A,Y,0,0,0
92056,1,2018,C,N,1267,7952478,6277
92056,1,2018,I,Y,0,0,0
92056,1,2018,R,N,20814,8039148,386
92057,1,2018,A,Y,0,0,0
92057,1,2018,C,N,347,2830344,8157
