ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,4,2020,A,Y,0,0,0
91901,4,2020,C,Y,0,0,0
91901,4,2020,I,Y,0,0,0
91901,4,2020,R,Y,8526,4112792,482
91902,4,2020,A,Y,0,0,0
91902,4,2020,C,N,319,1019852,3197
91902,4,2020,I,Y,0,0,0
91902,4,2020,R,N,6343,2355959,371
91905,4,2020,A,Y,0,0,0
91905,4,2020,C,Y,0,0,0
91905,4,2020,I,Y,0,0,0
91905,4,2020,R,Y,297,158876,535
91906,4,2020,A,Y,0,0,0
91906,4,2020,C,Y,429,1323717,3086
91906,4,2020,I,Y,0,0,0
91906,4,2020,R,Y,2054,1134144,552
91910,4,2020,A,Y,0,0,0
91910,4,2020,C,Y,1606,8677865,5403
91910,4,2020,I,Y,0,0,0
91910,4,2020,R,Y,26164,8356995,319
91911,4,2020,A,Y,0,0,0
91911,4,2020,C,Y,2106,9749788,4630
91911,4,2020,I,Y,0,0,0
91911,4,2020,R,Y,24656,8589768,348
91912,4,2020,A,Y,0,0,0
91912,4,2020,C,Y,0,0,0
91912,4,2020,I,Y,0,0,0
91912,4,2020,R,Y,0,0,0
91913,4,2020,A,Y,0,0,0
91913,4,2020,C,Y,0,0,0
91913,4,2020,I,Y,0,0,0
91913,4,2020,R,N,17269,5835207,338
91914,4,2020,A,Y,0,0,0
91914,4,2020,C,N,484,1919732,3966
91914,4,2020,I,Y,0,0,0
91914,4,2020,R,N,5220,1790785,343
91915,4,2020,A,Y,0,0,0
91915,4,2020,C,Y,357,2618266,7334
91915,4,2020,I,Y,0,0,0
91915,4,2020,R,Y,10819,3723277,344
91916,4,2020,A,Y,0,0,0
91916,4,2020,C,Y,0,0,0
91916,4,2020,I,Y,0,0,0
91916,4,2020,R,Y,0,0,0
91917,4,2020,A,Y,0,0,0
91917,4,2020,C,Y,0,0,0
91917,4,2020,I,Y,0,0,0
91917,4,2020,R,N,218,159736,733
91931,4,2020,A,Y,0,0,0
91931,4,2020,C,Y,0,0,0
91931,4,2020,I,Y,0,0,0
91931,4,2020,R,Y,0,0,0
91932,4,2020,A,Y,0,0,0
91932,4,2020,C,Y,0,0,0
91932,4,2020,I,Y,0,0,0
91932,4,2020,R,N,10579,2922975,276
91934,4,2020,A,Y,0,0,0
91934,4,2020,C,Y,0,0,0
91934,4,2020,I,Y,0,0,0
91934,4,2020,R,Y,0,0,0
91935,4,2020,A,Y,0,0,0
91935,4,2020,C,Y,0,0,0
91935,4,2020,I,Y,0,0,0
91935,4,2020,R,N,2934,1576062,537
91941,4,2020,A,Y,0,0,0
91941,4,2020,C,Y,0,0,0
91941,4,2020,I,Y,0,0,0
91941,4,2020,R,N,13171,4845974,368
91942,4,2020,A,Y,0,0,0
91942,4,2020,C,N,1672,6474705,3872
91942,4,2020,I,Y,0,0,0
91942,4,2020,R,N,18491,6065115,328
91945,4,2020,A,Y,0,0,0
91945,4,2020,C,N,675,2588612,3835
91945,4,2020,I,Y,0,0,0
91945,4,2020,R,N,9510,3125828,329
91948,4,2020,A,Y,0,0,0
91948,4,2020,C,Y,0,0,0
91948,4,2020,I,Y,0,0,0
91948,4,2020,R,Y,0,0,0
91950,4,2020,A,Y,0,0,0
91950,4,2020,C,Y,2536,12326154,4860
91950,4,2020,I,Y,0,0,0
91950,4,2020,R,Y,16396,5456774,333
91962,4,2020,A,Y,0,0,0
91962,4,2020,C,Y,0,0,0
91962,4,2020,I,Y,0,0,0
91962,4,2020,R,Y,0,0,0
91963,4,2020,A,Y,0,0,0
91963,4,2020,C,Y,0,0,0
91963,4,2020,I,Y,0,0,0
91963,4,2020,R,Y,0,0,0
91977,4,2020,A,Y,0,0,0
91977,4,2020,C,N,864,2699226,3124
91977,4,2020,I,Y,0,0,0
91977,4,2020,R,N,19464,6967236,358
91978,4,2020,A,Y,0,0,0
91978,4,2020,C,N,277,916809,3310
91978,4,2020,I,Y,0,0,0
91978,4,2020,R,N,3028,1757305,580
91980,4,2020,A,Y,0,0,0
91980,4,2020,C,Y,0,0,0
91980,4,2020,I,Y,0,0,0
91980,4,2020,R,Y,0,0,0
92003,4,2020,A,Y,0,0,0
92003,4,2020,C,N,270,679084,2515
92003,4,2020,I,Y,0,0,0
92003,4,2020,R,N,1879,890954,474
92004,4,2020,A,Y,0,0,0
92004,4,2020,C,Y,0,0,0
92004,4,2020,I,Y,0,0,0
92004,4,2020,R,Y,2286,750416,328
92007,4,2020,A,Y,0,0,0
92007,4,2020,C,N,226,630249,2789
92007,4,2020,I,Y,0,0,0
92007,4,2020,R,N,4829,1681895,348
92008,4,2020,A,Y,0,0,0
92008,4,2020,C,N,1976,14591777,7385
92008,4,2020,I,Y,0,0,0
92008,4,2020,R,N,12950,4366526,337
92009,4,2020,A,Y,0,0,0
92009,4,2020,C,Y,0,0,0
92009,4,2020,I,Y,0,0,0
92009,4,2020,R,N,17310,6419325,371
92010,4,2020,A,Y,0,0,0
92010,4,2020,C,N,617,3655514,5925
92010,4,2020,I,Y,0,0,0
92010,4,2020,R,N,7186,2890520,402
92011,4,2020,A,Y,0,0,0
92011,4,2020,C,N,695,5070240,7295
92011,4,2020,I,Y,0,0,0
92011,4,2020,R,N,10065,4659641,463
92014,4,2020,A,Y,0,0,0
92014,4,2020,C,N,533,1777414,3335
92014,4,2020,I,Y,0,0,0
92014,4,2020,R,N,6621,2986092,451
92019,4,2020,A,Y,0,0,0
92019,4,2020,C,N,595,2911313,4893
92019,4,2020,I,Y,0,0,0
92019,4,2020,R,N,15242,5852503,384
92020,4,2020,A,Y,0,0,0
92020,4,2020,C,N,2486,10246248,4122
92020,4,2020,I,Y,0,0,0
92020,4,2020,R,N,21733,7709079,355
92021,4,2020,A,Y,0,0,0
92021,4,2020,C,N,1386,5201316,3753
92021,4,2020,I,Y,0,0,0
92021,4,2020,R,N,22411,9997454,446
92024,4,2020,A,Y,0,0,0
92024,4,2020,C,Y,1891,7368869,3897
92024,4,2020,I,Y,0,0,0
92024,4,2020,R,Y,20352,7921377,389
92025,4,2020,A,Y,0,0,0
92025,4,2020,C,Y,2225,9387477,4219
92025,4,2020,I,Y,0,0,0
92025,4,2020,R,Y,16340,5796559,355
92026,4,2020,A,Y,0,0,0
92026,4,2020,C,Y,577,3171215,5496
92026,4,2020,I,Y,0,0,0
92026,4,2020,R,Y,18707,7314580,391
92027,4,2020,A,Y,0,0,0
92027,4,2020,C,Y,1388,5708119,4112
92027,4,2020,I,Y,0,0,0
92027,4,2020,R,Y,16767,6503016,388
92028,4,2020,A,Y,0,0,0
92028,4,2020,C,Y,1440,4743964,3294
92028,4,2020,I,Y,0,0,0
92028,4,2020,R,Y,17292,7665906,443
92029,4,2020,A,Y,0,0,0
92029,4,2020,C,N,1405,6452258,4592
92029,4,2020,I,Y,0,0,0
92029,4,2020,R,N,7429,3004346,404
92036,4,2020,A,Y,0,0,0
92036,4,2020,C,Y,0,0,0
92036,4,2020,I,Y,0,0,0
92036,4,2020,R,Y,2417,1206842,499
92037,4,2020,A,Y,0,0,0
92037,4,2020,C,Y,1524,11643634,7640
92037,4,2020,I,Y,0,0,0
92037,4,2020,R,Y,20673,9238312,447
92040,4,2020,A,Y,0,0,0
92040,4,2020,C,N,801,3130352,3908
92040,4,2020,I,Y,0,0,0
92040,4,2020,R,N,14589,7449762,511
92045,4,2020,C,Y,0,0,0
92045,4,2020,I,Y,0,0,0
92045,4,2020,R,Y,0,0,0
92049,4,2020,A,Y,0,0,0
