ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,1,2021,A,Y,0,0,0
91901,1,2021,C,Y,0,0,0
91901,1,2021,I,Y,0,0,0
91901,1,2021,R,Y,8377,5606431,669
91902,1,2021,A,Y,0,0,0
91902,1,2021,C,N,292,1173042,4017
91902,1,2021,I,Y,0,0,0
91902,1,2021,R,N,6213,3277281,527
91905,1,2021,A,Y,0,0,0
91905,1,2021,C,Y,0,0,0
91905,1,2021,I,Y,0,0,0
91905,1,2021,R,Y,301,221271,735
91906,1,2021,A,Y,0,0,0
91906,1,2021,C,Y,410,1281970,3127
91906,1,2021,I,Y,0,0,0
91906,1,2021,R,Y,2024,1634976,808
91910,1,2021,A,Y,0,0,0
91910,1,2021,C,Y,1574,9994647,6350
91910,1,2021,I,Y,37,18790578,507853
91910,1,2021,R,Y,25984,10347161,398
91911,1,2021,A,Y,0,0,0
91911,1,2021,C,Y,2032,10921202,5375
91911,1,2021,I,Y,0,0,0
91911,1,2021,R,Y,24090,10420799,433
91912,1,2021,A,Y,0,0,0
91912,1,2021,C,Y,0,0,0
91912,1,2021,I,Y,0,0,0
91912,1,2021,R,Y,0,0,0
91913,1,2021,A,Y,0,0,0
91913,1,2021,C,Y,0,0,0
91913,1,2021,I,Y,0,0,0
91913,1,2021,R,N,17415,6886122,395
91914,1,2021,A,Y,0,0,0
91914,1,2021,C,N,462,2292803,4963
91914,1,2021,I,Y,0,0,0
91914,1,2021,R,N,5148,2266120,440
91915,1,2021,A,Y,0,0,0
91915,1,2021,C,Y,353,3289167,9318
91915,1,2021,I,Y,0,0,0
91915,1,2021,R,Y,10729,4211013,392
91916,1,2021,A,Y,0,0,0
91916,1,2021,C,Y,0,0,0
91916,1,2021,I,Y,0,0,0
91916,1,2021,R,Y,0,0,0
91917,1,2021,A,Y,0,0,0
91917,1,2021,C,Y,0,0,0
91917,1,2021,I,Y,0,0,0
91917,1,2021,R,N,225,225888,1004
91931,1,2021,A,Y,0,0,0
91931,1,2021,C,Y,0,0,0
91931,1,2021,I,Y,0,0,0
91931,1,2021,R,Y,0,0,0
91932,1,2021,A,Y,0,0,0
91932,1,2021,C,Y,0,0,0
91932,1,2021,I,Y,0,0,0
91932,1,2021,R,N,10329,3570765,346
91934,1,2021,A,Y,0,0,0
91934,1,2021,C,Y,0,0,0
91934,1,2021,I,Y,0,0,0
91934,1,2021,R,Y,0,0,0
91935,1,2021,A,Y,0,0,0
91935,1,2021,C,Y,0,0,0
91935,1,2021,I,Y,0,0,0
91935,1,2021,R,N,2902,2315476,798
91941,1,2021,A,Y,0,0,0
91941,1,2021,C,N,311,1515838,4874
91941,1,2021,I,Y,0,0,0
91941,1,2021,R,N,12876,6078990,472
91942,1,2021,A,Y,0,0,0
91942,1,2021,C,N,1574,7614566,4838
91942,1,2021,I,Y,0,0,0
91942,1,2021,R,N,18042,6952253,385
91945,1,2021,A,Y,0,0,0
91945,1,2021,C,N,637,2594075,4072
91945,1,2021,I,Y,0,0,0
91945,1,2021,R,N,9346,3823158,409
91948,1,2021,A,Y,0,0,0
91948,1,2021,C,Y,0,0,0
91948,1,2021,I,Y,0,0,0
91948,1,2021,R,Y,0,0,0
91950,1,2021,A,Y,0,0,0
91950,1,2021,C,Y,2487,13890441,5585
91950,1,2021,I,Y,0,0,0
91950,1,2021,R,Y,16159,6376406,395
91962,1,2021,A,Y,0,0,0
91962,1,2021,C,Y,0,0,0
91962,1,2021,I,Y,0,0,0
91962,1,2021,R,Y,0,0,0
91963,1,2021,A,Y,0,0,0
91963,1,2021,C,Y,0,0,0
91963,1,2021,I,Y,0,0,0
91963,1,2021,R,Y,0,0,0
91977,1,2021,A,Y,0,0,0
91977,1,2021,C,N,843,3368326,3996
91977,1,2021,I,Y,0,0,0
91977,1,2021,R,N,19038,8390149,441
91978,1,2021,A,Y,0,0,0
91978,1,2021,C,Y,0,0,0
91978,1,2021,I,Y,0,0,0
91978,1,2021,R,N,2979,1808801,607
91980,1,2021,A,Y,0,0,0
91980,1,2021,C,Y,0,0,0
91980,1,2021,I,Y,0,0,0
91980,1,2021,R,Y,0,0,0
92003,1,2021,A,Y,0,0,0
92003,1,2021,C,N,252,761742,3023
92003,1,2021,I,Y,0,0,0
92003,1,2021,R,N,1876,1406454,750
92004,1,2021,A,Y,0,0,0
92004,1,2021,C,Y,0,0,0
92004,1,2021,I,Y,0,0,0
92004,1,2021,R,Y,2318,1224640,528
92007,1,2021,A,Y,0,0,0
92007,1,2021,C,N,217,730279,3365
92007,1,2021,I,Y,0,0,0
92007,1,2021,R,N,4643,2079833,448
92008,1,2021,A,Y,0,0,0
92008,1,2021,C,N,1891,16556601,8755
92008,1,2021,I,Y,0,0,0
92008,1,2021,R,N,12617,5476397,434
92009,1,2021,A,Y,0,0,0
92009,1,2021,C,Y,0,0,0
92009,1,2021,I,Y,0,0,0
92009,1,2021,R,N,17011,7849177,461
92010,1,2021,A,Y,0,0,0
92010,1,2021,C,N,602,4357516,7238
92010,1,2021,I,Y,0,0,0
92010,1,2021,R,N,7051,3164282,449
92011,1,2021,A,Y,0,0,0
92011,1,2021,C,N,691,6208479,8985
92011,1,2021,I,Y,0,0,0
92011,1,2021,R,N,9738,5086663,522
92014,1,2021,A,Y,0,0,0
92014,1,2021,C,N,509,2154257,4232
92014,1,2021,I,Y,0,0,0
92014,1,2021,R,N,6452,3823130,593
92019,1,2021,A,Y,0,0,0
92019,1,2021,C,N,552,3868637,7008
92019,1,2021,I,Y,0,0,0
92019,1,2021,R,N,14973,7370374,492
92020,1,2021,A,Y,0,0,0
92020,1,2021,C,N,2342,11314506,4831
92020,1,2021,I,Y,0,0,0
92020,1,2021,R,N,21203,9180666,433
92021,1,2021,A,Y,0,0,0
92021,1,2021,C,N,1306,5527310,4232
92021,1,2021,I,Y,0,0,0
92021,1,2021,R,N,21868,10724906,490
92024,1,2021,A,Y,0,0,0
92024,1,2021,C,Y,1796,8380214,4666
92024,1,2021,I,Y,0,0,0
92024,1,2021,R,Y,19872,10154698,511
92025,1,2021,A,Y,0,0,0
92025,1,2021,C,Y,2132,9782736,4589
92025,1,2021,I,Y,0,0,0
92025,1,2021,R,Y,15985,7015330,439
92026,1,2021,A,Y,0,0,0
92026,1,2021,C,Y,554,3684360,6650
92026,1,2021,I,Y,0,0,0
92026,1,2021,R,Y,18362,8979138,489
92027,1,2021,A,Y,0,0,0
92027,1,2021,C,Y,1353,6976411,5156
92027,1,2021,I,Y,0,0,0
92027,1,2021,R,Y,16488,7304089,443
92028,1,2021,A,Y,0,0,0
92028,1,2021,C,Y,1417,5959952,4206
92028,1,2021,I,Y,0,0,0
92028,1,2021,R,Y,17220,9781223,568
92029,1,2021,A,Y,0,0,0
92029,1,2021,C,N,1358,6791792,5001
92029,1,2021,I,Y,0,0,0
92029,1,2021,R,N,7340,3876610,528
92036,1,2021,A,Y,0,0,0
92036,1,2021,C,Y,0,0,0
92036,1,2021,I,Y,0,0,0
92036,1,2021,R,Y,2394,1665091,696
92037,1,2021,A,Y,0,0,0
