ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,10,2018,A,Y,0,0,0
91901,10,2018,C,Y,0,0,0
91901,10,2018,I,Y,0,0,0
91901,10,2018,R,Y,8229,3845338,467
91902,10,2018,A,Y,0,0,0
91902,10,2018,C,N,325,1504037,4628
91902,10,2018,I,Y,0,0,0
91902,10,2018,R,N,6260,2679907,428
91905,10,2018,A,Y,0,0,0
91905,10,2018,C,Y,0,0,0
91905,10,2018,I,Y,0,0,0
91905,10,2018,R,Y,292,114959,394
91906,10,2018,A,Y,0,0,0
91906,10,2018,C,Y,470,1389019,2955
91906,10,2018,I,Y,0,0,0
91906,10,2018,R,Y,1985,853119,430
91910,10,2018,A,Y,0,0,0
91910,10,2018,C,Y,1641,12500533,7618
91910,10,2018,I,Y,0,0,0
91910,10,2018,R,Y,25959,8790165,339
91911,10,2018,A,Y,0,0,0
91911,10,2018,C,Y,2094,13295516,6349
91911,10,2018,I,Y,0,0,0
91911,10,2018,R,Y,24097,8667018,360
91912,10,2018,A,Y,0,0,0
91912,10,2018,C,Y,0,0,0
91912,10,2018,I,Y,0,0,0
91912,10,2018,R,Y,0,0,0
91913,10,2018,A,Y,0,0,0
91913,10,2018,C,Y,0,0,0
91913,10,2018,I,Y,0,0,0
91913,10,2018,R,N,15890,11026368,694
91914,10,2018,A,Y,0,0,0
91914,10,2018,C,N,485,2872994,5924
91914,10,2018,I,Y,0,0,0
91914,10,2018,R,N,5142,2094715,407
91915,10,2018,A,Y,0,0,0
91915,10,2018,C,Y,339,3722860,10982
91915,10,2018,I,Y,0,0,0
91915,10,2018,R,Y,9933,3720405,375
91916,10,2018,A,Y,0,0,0
91916,10,2018,C,Y,0,0,0
91916,10,2018,I,Y,0,0,0
91916,10,2018,R,Y,0,0,0
91917,10,2018,A,Y,0,0,0
91917,10,2018,C,Y,0,0,0
91917,10,2018,I,Y,0,0,0
91917,10,2018,R,N,218,139950,642
91931,10,2018,A,Y,0,0,0
91931,10,2018,C,Y,0,0,0
91931,10,2018,I,Y,0,0,0
91931,10,2018,R,Y,0,0,0
91932,10,2018,A,Y,0,0,0
91932,10,2018,C,N,401,1607385,4008
91932,10,2018,I,Y,0,0,0
91932,10,2018,R,N,10287,3031312,295
91934,10,2018,A,Y,0,0,0
91934,10,2018,C,Y,0,0,0
91934,10,2018,I,Y,0,0,0
91934,10,2018,R,Y,0,0,0
91935,10,2018,A,Y,0,0,0
91935,10,2018,C,Y,0,0,0
91935,10,2018,I,Y,0,0,0
91935,10,2018,R,N,2907,1333381,459
91941,10,2018,A,Y,0,0,0
91941,10,2018,C,N,338,1947295,5761
91941,10,2018,I,Y,0,0,0
91941,10,2018,R,N,12969,5240407,404
91942,10,2018,A,Y,0,0,0
91942,10,2018,C,N,1681,10249936,6098
91942,10,2018,I,Y,0,0,0
91942,10,2018,R,N,18049,6054006,335
91945,10,2018,A,Y,0,0,0
91945,10,2018,C,N,689,3367504,4888
91945,10,2018,I,Y,0,0,0
91945,10,2018,R,N,9366,3315295,354
91948,10,2018,A,Y,0,0,0
91948,10,2018,C,Y,0,0,0
91948,10,2018,I,Y,0,0,0
91948,10,2018,R,Y,0,0,0
91950,10,2018,A,Y,0,0,0
91950,10,2018,C,Y,2557,17608273,6886
91950,10,2018,I,Y,0,0,0
91950,10,2018,R,Y,16095,5450504,339
91962,10,2018,A,Y,0,0,0
91962,10,2018,C,Y,0,0,0
91962,10,2018,I,Y,0,0,0
91962,10,2018,R,Y,0,0,0
91963,10,2018,A,Y,0,0,0
91963,10,2018,C,Y,0,0,0
91963,10,2018,I,Y,0,0,0
91963,10,2018,R,Y,0,0,0
91977,10,2018,A,Y,0,0,0
91977,10,2018,C,N,889,3770859,4242
91977,10,2018,I,Y,0,0,0
91977,10,2018,R,N,19275,7601667,394
91978,10,2018,A,Y,0,0,0
91978,10,2018,C,N,272,1273412,4682
91978,10,2018,I,Y,0,0,0
91978,10,2018,R,N,3004,1371841,457
91980,10,2018,A,Y,0,0,0
91980,10,2018,C,Y,0,0,0
91980,10,2018,I,Y,0,0,0
91980,10,2018,R,Y,0,0,0
92003,10,2018,A,Y,0,0,0
92003,10,2018,C,N,303,1035058,3416
92003,10,2018,I,Y,0,0,0
92003,10,2018,R,N,1812,909038,502
92004,10,2018,A,Y,0,0,0
92004,10,2018,C,Y,0,0,0
92004,10,2018,I,Y,0,0,0
92004,10,2018,R,Y,2265,811665,358
92007,10,2018,A,Y,0,0,0
92007,10,2018,C,N,221,936893,4239
92007,10,2018,I,Y,0,0,0
92007,10,2018,R,N,4697,1737970,370
92008,10,2018,A,Y,0,0,0
92008,10,2018,C,N,2037,20333481,9982
92008,10,2018,I,Y,0,0,0
92008,10,2018,R,N,12470,4572521,367
92009,10,2018,A,Y,0,0,0
92009,10,2018,C,N,630,7174994,11389
92009,10,2018,I,Y,0,0,0
92009,10,2018,R,N,16951,6988325,412
92010,10,2018,A,Y,0,0,0
92010,10,2018,C,N,542,2525568,4660
92010,10,2018,I,Y,0,0,0
92010,10,2018,R,N,6397,2543382,398
92011,10,2018,A,Y,0,0,0
92011,10,2018,C,N,712,7135435,10022
92011,10,2018,I,Y,0,0,0
92011,10,2018,R,N,9744,3914291,402
92014,10,2018,A,Y,0,0,0
92014,10,2018,C,N,546,2837836,5198
92014,10,2018,I,Y,0,0,0
92014,10,2018,R,N,6485,3136774,484
92019,10,2018,A,Y,0,0,0
92019,10,2018,C,N,618,4336298,7017
92019,10,2018,I,Y,0,0,0
92019,10,2018,R,N,15069,6556184,435
92020,10,2018,A,Y,0,0,0
92020,10,2018,C,N,2481,14040547,5659
92020,10,2018,I,Y,0,0,0
92020,10,2018,R,N,21344,8183080,383
92021,10,2018,A,Y,0,0,0
92021,10,2018,C,N,1385,6727632,4857
92021,10,2018,I,Y,0,0,0
92021,10,2018,R,N,21989,9550052,434
92024,10,2018,A,Y,0,0,0
92024,10,2018,C,Y,1921,9788241,5095
92024,10,2018,I,Y,0,0,0
92024,10,2018,R,Y,19970,8306538,416
92025,10,2018,A,Y,0,0,0
92025,10,2018,C,N,2220,12988968,5851
92025,10,2018,I,Y,0,0,0
92025,10,2018,R,N,15944,31825946,1996
92026,10,2018,A,Y,0,0,0
92026,10,2018,C,N,618,4274860,6917
92026,10,2018,I,Y,0,0,0
92026,10,2018,R,N,18479,8105616,439
92027,10,2018,A,Y,0,0,0
92027,10,2018,C,Y,1670,9088673,5442
92027,10,2018,I,Y,0,0,0
92027,10,2018,R,Y,16491,6255431,379
92028,10,2018,A,Y,0,0,0
92028,10,2018,C,Y,1679,6868786,4091
92028,10,2018,I,Y,0,0,0
92028,10,2018,R,Y,16576,7330565,442
92029,10,2018,A,Y,0,0,0
92029,10,2018,C,N,1388,7335112,5285
92029,10,2018,I,Y,0,0,0
92029,10,2018,R,N,6941,3045152,439
92036,10,2018,A,Y,0,0,0
92036,10,2018,C,Y,0,0,0
92036,10,2018,I,Y,0,0,0
92036,10,2018,R,Y,2380,943843,397
92037,10,2018,A,Y,0,0,0
92037,10,2018,C,Y,1558,14745707,9465
92037,10,2018,I,Y,0,0,0
92037,10,2018,R,Y,19952,10320943,517
92040,10,2018,A,Y,0,0,0
92040,10,2018,C,N,840,3974562,4732
92040,10,2018,I,Y,0,0,0
92040,10,2018,R,N,14388,6681653,464
92045,10,2018,C,Y,0,0,0
92045,10,2018,I,Y,0,0,0
92045,10,2018,R,Y,0,0,0
92049,10,2018,A,Y,0,0,0
92049,10,2018,C,Y,0,0,0
92049,10,2018,I,Y,0,0,0
