ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,1,2015,A,Y,0,0,0
91901,1,2015,C,Y,773,3314317,4288
91901,1,2015,I,Y,0,0,0
91901,1,2015,R,Y,8128,5879606,723
91902,1,2015,A,Y,0,0,0
91902,1,2015,C,N,316,1206952,3819
91902,1,2015,I,Y,0,0,0
91902,1,2015,R,N,6256,4831022,772
91905,1,2015,A,Y,0,0,0
91905,1,2015,C,Y,0,0,0
91905,1,2015,I,Y,0,0,0
91905,1,2015,R,Y,300,188844,629
91906,1,2015,A,Y,0,0,0
91906,1,2015,C,Y,410,1353298,3301
91906,1,2015,I,Y,0,0,0
91906,1,2015,R,Y,1971,1327000,673
91910,1,2015,A,Y,0,0,0
91910,1,2015,C,Y,1635,11040658,6753
91910,1,2015,I,Y,39,15136619,388118
91910,1,2015,R,Y,25913,10747438,415
91911,1,2015,A,Y,0,0,0
91911,1,2015,C,Y,2044,12119041,5929
91911,1,2015,I,Y,0,0,0
91911,1,2015,R,Y,23997,10457073,436
91912,1,2015,A,Y,0,0,0
91912,1,2015,C,Y,0,0,0
91912,1,2015,I,Y,0,0,0
91912,1,2015,R,Y,0,0,0
91913,1,2015,A,Y,0,0,0
91913,1,2015,C,Y,0,0,0
91913,1,2015,I,Y,0,0,0
91913,1,2015,R,N,14354,6348982,442
91914,1,2015,A,Y,0,0,0
91914,1,2015,C,N,458,2700865,5897
91914,1,2015,I,Y,0,0,0
91914,1,2015,R,N,5125,2709760,529
91915,1,2015,A,Y,0,0,0
91915,1,2015,C,Y,335,3373548,10070
91915,1,2015,I,Y,0,0,0
91915,1,2015,R,Y,8843,3888699,440
91916,1,2015,A,Y,0,0,0
91916,1,2015,C,Y,0,0,0
91916,1,2015,I,Y,0,0,0
91916,1,2015,R,Y,0,0,0
91917,1,2015,A,Y,0,0,0
91917,1,2015,C,Y,0,0,0
91917,1,2015,I,Y,0,0,0
91917,1,2015,R,N,217,168914,778
91931,1,2015,A,Y,0,0,0
91931,1,2015,C,Y,0,0,0
91931,1,2015,I,Y,0,0,0
91931,1,2015,R,Y,0,0,0
91932,1,2015,A,Y,0,0,0
91932,1,2015,C,N,391,1488663,3807
91932,1,2015,I,Y,0,0,0
91932,1,2015,R,N,10216,3621376,354
91934,1,2015,A,Y,0,0,0
91934,1,2015,C,Y,0,0,0
91934,1,2015,I,Y,0,0,0
91934,1,2015,R,Y,0,0,0
91935,1,2015,A,Y,0,0,0
91935,1,2015,C,Y,0,0,0
91935,1,2015,I,Y,0,0,0
91935,1,2015,R,N,2879,2428037,843
91941,1,2015,A,Y,0,0,0
91941,1,2015,C,N,338,1783749,5277
91941,1,2015,I,Y,0,0,0
91941,1,2015,R,N,12964,6825155,526
91942,1,2015,A,Y,0,0,0
91942,1,2015,C,N,1726,9736116,5641
91942,1,2015,I,Y,0,0,0
91942,1,2015,R,N,17956,7275231,405
91945,1,2015,A,Y,0,0,0
91945,1,2015,C,N,674,3206062,4757
91945,1,2015,I,Y,0,0,0
91945,1,2015,R,N,9206,3995295,434
91948,1,2015,A,Y,0,0,0
91948,1,2015,C,Y,0,0,0
91948,1,2015,I,Y,0,0,0
91948,1,2015,R,Y,0,0,0
91950,1,2015,A,Y,0,0,0
91950,1,2015,C,Y,2547,16291181,6396
91950,1,2015,I,Y,0,0,0
91950,1,2015,R,Y,15823,6221742,393
91962,1,2015,A,Y,0,0,0
91962,1,2015,C,Y,0,0,0
91962,1,2015,I,Y,0,0,0
91962,1,2015,R,Y,0,0,0
91963,1,2015,A,Y,0,0,0
91963,1,2015,C,Y,0,0,0
91963,1,2015,I,Y,0,0,0
91963,1,2015,R,Y,0,0,0
91977,1,2015,A,Y,0,0,0
91977,1,2015,C,N,878,3543648,4036
91977,1,2015,I,Y,0,0,0
91977,1,2015,R,N,19176,9329030,486
91978,1,2015,A,Y,0,0,0
91978,1,2015,C,N,262,1267234,4837
91978,1,2015,I,Y,0,0,0
91978,1,2015,R,N,2894,1700921,588
91980,1,2015,A,Y,0,0,0
91980,1,2015,C,Y,0,0,0
91980,1,2015,I,Y,0,0,0
91980,1,2015,R,Y,0,0,0
92003,1,2015,A,Y,0,0,0
92003,1,2015,C,N,262,825081,3149
92003,1,2015,I,Y,0,0,0
92003,1,2015,R,N,1777,1551713,873
92004,1,2015,A,Y,0,0,0
92004,1,2015,C,Y,0,0,0
92004,1,2015,I,Y,0,0,0
92004,1,2015,R,Y,2247,1373869,611
92007,1,2015,A,Y,0,0,0
92007,1,2015,C,N,237,897946,3789
92007,1,2015,I,Y,0,0,0
92007,1,2015,R,N,4727,2247959,476
92008,1,2015,A,Y,0,0,0
92008,1,2015,C,N,2061,19300715,9365
92008,1,2015,I,Y,0,0,0
92008,1,2015,R,N,12410,5669920,457
92009,1,2015,A,Y,0,0,0
92009,1,2015,C,N,609,6131855,10069
92009,1,2015,I,Y,0,0,0
92009,1,2015,R,N,16829,9629221,572
92010,1,2015,A,Y,0,0,0
92010,1,2015,C,N,468,2065833,4414
92010,1,2015,I,Y,0,0,0
92010,1,2015,R,N,5737,2776664,484
92011,1,2015,A,Y,0,0,0
92011,1,2015,C,N,678,6277130,9258
92011,1,2015,I,Y,0,0,0
92011,1,2015,R,N,9683,4920417,508
92014,1,2015,A,Y,0,0,0
92014,1,2015,C,N,560,2454821,4384
92014,1,2015,I,Y,0,0,0
92014,1,2015,R,N,6537,4084011,625
92019,1,2015,A,Y,0,0,0
92019,1,2015,C,N,587,4111166,7004
92019,1,2015,I,Y,0,0,0
92019,1,2015,R,N,14961,8541306,571
92020,1,2015,A,Y,0,0,0
92020,1,2015,C,N,2480,12535243,5055
92020,1,2015,I,Y,0,0,0
92020,1,2015,R,N,21367,10178327,476
92021,1,2015,A,Y,0,0,0
92021,1,2015,C,N,1359,6957078,5119
92021,1,2015,I,Y,0,0,0
92021,1,2015,R,N,21543,11632457,540
92024,1,2015,A,Y,0,0,0
92024,1,2015,C,Y,1934,9896081,5117
92024,1,2015,I,Y,0,0,0
92024,1,2015,R,Y,19852,11347214,572
92025,1,2015,A,N,61,217436,3565
92025,1,2015,C,N,2214,11904507,5377
92025,1,2015,I,Y,0,0,0
92025,1,2015,R,N,15751,7757149,492
92026,1,2015,A,Y,0,0,0
92026,1,2015,C,Y,567,3702665,6530
92026,1,2015,I,Y,0,0,0
