ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,7,2016,A,Y,0,0,0
91901,7,2016,C,Y,776,4258944,5488
91901,7,2016,I,Y,0,0,0
91901,7,2016,R,Y,8284,7078968,855
91902,7,2016,A,Y,0,0,0
91902,7,2016,C,N,323,1525396,4723
91902,7,2016,I,Y,0,0,0
91902,7,2016,R,N,6286,3813123,607
91905,7,2016,A,Y,0,0,0
91905,7,2016,C,Y,0,0,0
91905,7,2016,I,Y,0,0,0
91905,7,2016,R,Y,295,197418,669
91906,7,2016,A,Y,0,0,0
91906,7,2016,C,Y,407,1556994,3826
91906,7,2016,I,Y,0,0,0
91906,7,2016,R,Y,1984,1526193,769
91910,7,2016,A,Y,0,0,0
91910,7,2016,C,Y,1668,12505761,7497
91910,7,2016,I,Y,44,26136457,594010
91910,7,2016,R,Y,26100,11344335,435
91911,7,2016,A,Y,0,0,0
91911,7,2016,C,Y,0,0,0
91911,7,2016,I,Y,0,0,0
91911,7,2016,R,N,24157,10536473,436
91912,7,2016,A,Y,0,0,0
91912,7,2016,C,Y,0,0,0
91912,7,2016,I,Y,0,0,0
91912,7,2016,R,Y,0,0,0
91913,7,2016,A,Y,0,0,0
91913,7,2016,C,Y,0,0,0
91913,7,2016,I,Y,0,0,0
91913,7,2016,R,N,15078,8468751,562
91914,7,2016,A,Y,0,0,0
91914,7,2016,C,N,463,3122141,6743
91914,7,2016,I,Y,0,0,0
91914,7,2016,R,N,5193,3490556,672
91915,7,2016,A,Y,0,0,0
91915,7,2016,C,Y,326,3696851,11340
91915,7,2016,I,Y,0,0,0
91915,7,2016,R,Y,9406,5772819,614
91916,7,2016,A,Y,0,0,0
91916,7,2016,C,Y,0,0,0
91916,7,2016,I,Y,0,0,0
91916,7,2016,R,Y,0,0,0
91917,7,2016,A,Y,0,0,0
91917,7,2016,C,Y,0,0,0
91917,7,2016,I,Y,0,0,0
91917,7,2016,R,N,219,217965,995
91931,7,2016,A,Y,0,0,0
91931,7,2016,C,Y,0,0,0
91931,7,2016,I,Y,0,0,0
91931,7,2016,R,Y,0,0,0
91932,7,2016,A,Y,0,0,0
91932,7,2016,C,N,394,1845736,4685
91932,7,2016,I,Y,0,0,0
91932,7,2016,R,N,10347,3518624,340
91934,7,2016,A,Y,0,0,0
91934,7,2016,C,Y,0,0,0
91934,7,2016,I,Y,0,0,0
91934,7,2016,R,Y,0,0,0
91935,7,2016,A,Y,0,0,0
91935,7,2016,C,Y,0,0,0
91935,7,2016,I,Y,0,0,0
91935,7,2016,R,N,2900,2465769,850
91941,7,2016,A,Y,0,0,0
91941,7,2016,C,N,338,2145567,6348
91941,7,2016,I,Y,0,0,0
91941,7,2016,R,N,13169,8507131,646
91942,7,2016,A,Y,0,0,0
91942,7,2016,C,N,1685,12096261,7179
91942,7,2016,I,Y,0,0,0
91942,7,2016,R,N,18407,10684503,580
91945,7,2016,A,Y,0,0,0
91945,7,2016,C,N,690,3795087,5500
91945,7,2016,I,Y,0,0,0
91945,7,2016,R,N,9361,4823141,515
91948,7,2016,A,Y,0,0,0
91948,7,2016,C,Y,0,0,0
91948,7,2016,I,Y,0,0,0
91948,7,2016,R,Y,0,0,0
91950,7,2016,A,Y,0,0,0
91950,7,2016,C,Y,2565,19649820,7661
91950,7,2016,I,Y,0,0,0
91950,7,2016,R,Y,15907,6599098,415
91962,7,2016,A,Y,0,0,0
91962,7,2016,C,Y,0,0,0
91962,7,2016,I,Y,0,0,0
91962,7,2016,R,Y,0,0,0
91963,7,2016,A,Y,0,0,0
91963,7,2016,C,Y,0,0,0
91963,7,2016,I,Y,0,0,0
91963,7,2016,R,Y,0,0,0
91977,7,2016,A,Y,0,0,0
91977,7,2016,C,N,888,3955586,4454
91977,7,2016,I,Y,0,0,0
91977,7,2016,R,N,19364,11289094,583
91978,7,2016,A,Y,0,0,0
91978,7,2016,C,N,273,1362363,4990
91978,7,2016,I,Y,0,0,0
91978,7,2016,R,N,2923,2153944,737
91980,7,2016,A,Y,0,0,0
91980,7,2016,C,Y,0,0,0
91980,7,2016,I,Y,0,0,0
91980,7,2016,R,Y,0,0,0
92003,7,2016,A,Y,0,0,0
92003,7,2016,C,N,258,982936,3810
92003,7,2016,I,Y,0,0,0
92003,7,2016,R,N,1800,1344355,747
92004,7,2016,A,Y,0,0,0
92004,7,2016,C,Y,0,0,0
92004,7,2016,I,Y,0,0,0
92004,7,2016,R,Y,2253,2189886,972
92007,7,2016,A,Y,0,0,0
92007,7,2016,C,N,222,1021743,4602
92007,7,2016,I,Y,0,0,0
92007,7,2016,R,N,4783,2021237,423
92008,7,2016,A,Y,0,0,0
92008,7,2016,C,N,2069,22196424,10728
92008,7,2016,I,Y,0,0,0
92008,7,2016,R,N,12574,5579896,444
92009,7,2016,A,Y,0,0,0
92009,7,2016,C,N,632,7313559,11572
92009,7,2016,I,Y,0,0,0
92009,7,2016,R,N,17149,10005297,583
92010,7,2016,A,Y,0,0,0
92010,7,2016,C,N,474,2248336,4743
92010,7,2016,I,Y,0,0,0
92010,7,2016,R,N,5890,3019457,513
92011,7,2016,A,Y,0,0,0
92011,7,2016,C,N,692,7281630,10523
92011,7,2016,I,Y,0,0,0
92011,7,2016,R,N,9826,5168622,526
92014,7,2016,A,Y,0,0,0
92014,7,2016,C,N,554,3040703,5489
92014,7,2016,I,Y,0,0,0
92014,7,2016,R,N,6598,3931531,596
92019,7,2016,A,Y,0,0,0
92019,7,2016,C,N,595,5296423,8902
92019,7,2016,I,Y,0,0,0
92019,7,2016,R,N,15167,12043431,794
92020,7,2016,A,Y,0,0,0
92020,7,2016,C,N,2488,15705663,6313
92020,7,2016,I,Y,0,0,0
92020,7,2016,R,N,21665,13868584,640
92021,7,2016,A,Y,0,0,0
92021,7,2016,C,N,1357,8210389,6050
92021,7,2016,I,Y,0,0,0
92021,7,2016,R,N,21891,17239996,788
92024,7,2016,A,Y,0,0,0
92024,7,2016,C,Y,1958,11384398,5814
92024,7,2016,I,Y,0,0,0
92024,7,2016,R,Y,20099,10282498,512
92025,7,2016,A,N,63,530700,8424
92025,7,2016,C,N,2220,14849059,6689
92025,7,2016,I,Y,0,0,0
92025,7,2016,R,N,15926,10306039,647
92026,7,2016,A,Y,0,0,0
92026,7,2016,C,Y,0,0,0
92026,7,2016,I,Y,0,0,0
92026,7,2016,R,N,18425,12335410,669
92027,7,2016,A,Y,0,0,0
92027,7,2016,C,Y,1339,8987730,6712
92027,7,2016,I,Y,0,0,0
92027,7,2016,R,Y,16366,11822577,722
92028,7,2016,A,Y,0,0,0
92028,7,2016,C,Y,1397,5934848,4248
92028,7,2016,I,Y,0,0,0
92028,7,2016,R,Y,16361,11550664,706
92029,7,2016,A,Y,0,0,0
92029,7,2016,C,N,1386,8160335,5888
92029,7,2016,I,Y,0,0,0
92029,7,2016,R,N,6743,5383414,798
92036,7,2016,A,Y,0,0,0
92036,7,2016,C,Y,0,0,0
92036,7,2016,I,Y,0,0,0
92036,7,2016,R,Y,2369,1387616,586
92037,7,2016,A,Y,0,0,0
92037,7,2016,C,Y,1521,15993931,10515
92037,7,2016,I,Y,0,0,0
92037,7,2016,R,Y,20353,11537442,567
92040,7,2016,A,Y,0,0,0
92040,7,2016,C,N,830,4459318,5373
92040,7,2016,I,Y,0,0,0
92040,7,2016,R,N,14278,12319961,863
92045,7,2016,C,Y,0,0,0
92045,7,2016,I,Y,0,0,0
92045,7,2016,R,Y,0,0,0
92049,7,2016,A,Y,0,0,0
