ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,1,2019,C,Y,89,38542,433
91901,1,2019,R,Y,2239,133186,59
91902,1,2019,C,Y,0,0,0
91902,1,2019,R,N,5352,301786,56
91905,1,2019,C,Y,0,0,0
91905,1,2019,R,Y,0,0,0
91906,1,2019,C,Y,0,0,0
91906,1,2019,R,Y,0,0,0
91910,1,2019,C,Y,0,0,0
91910,1,2019,R,Y,21902,864664,39
91911,1,2019,C,Y,495,197062,398
91911,1,2019,R,Y,17614,725044,41
91912,1,2019,C,Y,0,0,0
91912,1,2019,R,Y,0,0,0
91913,1,2019,C,N,89,41775,469
91913,1,2019,R,N,16993,648677,38
91914,1,2019,C,Y,0,0,0
91914,1,2019,R,N,5344,267944,50
91915,1,2019,C,Y,0,0,0
91915,1,2019,R,N,10433,416103,40
91916,1,2019,C,Y,0,0,0
91916,1,2019,R,Y,0,0,0
91917,1,2019,C,Y,0,0,0
91917,1,2019,R,Y,0,0,0
91931,1,2019,C,Y,0,0,0
91931,1,2019,R,Y,0,0,0
91932,1,2019,C,N,169,53774,318
91932,1,2019,R,N,9059,296078,33
91934,1,2019,C,Y,0,0,0
91934,1,2019,R,Y,0,0,0
91935,1,2019,C,Y,0,0,0
91935,1,2019,R,N,220,21643,98
91941,1,2019,C,N,135,32710,242
91941,1,2019,R,N,11351,646595,57
91942,1,2019,C,N,680,247657,364
91942,1,2019,R,N,11425,539858,47
91945,1,2019,C,N,309,60817,197
91945,1,2019,R,N,8210,331090,40
91948,1,2019,C,Y,0,0,0
91948,1,2019,R,Y,0,0,0
91950,1,2019,C,Y,1522,555192,365
91950,1,2019,R,Y,12453,402998,32
91962,1,2019,C,Y,0,0,0
91962,1,2019,R,Y,0,0,0
91963,1,2019,C,Y,0,0,0
91963,1,2019,R,Y,0,0,0
91977,1,2019,C,N,327,66305,203
91977,1,2019,R,N,16085,683560,42
91978,1,2019,C,Y,0,0,0
91978,1,2019,R,N,2520,119911,48
91980,1,2019,C,Y,0,0,0
91980,1,2019,R,Y,0,0,0
92003,1,2019,C,Y,0,0,0
92003,1,2019,R,N,206,13265,64
92004,1,2019,C,Y,0,0,0
92004,1,2019,R,Y,310,16352,53
92007,1,2019,C,Y,0,0,0
92007,1,2019,R,N,4334,189850,44
92008,1,2019,C,N,567,351794,620
92008,1,2019,R,N,10672,495622,46
92009,1,2019,C,N,221,193843,877
92009,1,2019,R,N,16121,957455,59
92010,1,2019,C,Y,0,0,0
92010,1,2019,R,N,6569,286136,44
92011,1,2019,C,N,198,154585,781
92011,1,2019,R,N,9280,485728,52
92014,1,2019,C,N,176,83914,477
92014,1,2019,R,N,5671,363106,64
92019,1,2019,C,N,208,98260,472
92019,1,2019,R,N,12520,675252,54
92020,1,2019,C,Y,0,0,0
92020,1,2019,R,N,14659,813822,56
92021,1,2019,C,N,531,191104,360
92021,1,2019,R,N,15077,807683,54
92024,1,2019,C,Y,850,405447,477
92024,1,2019,R,Y,17181,957905,56
92025,1,2019,C,Y,1341,378424,282
92025,1,2019,R,Y,12004,557008,46
92026,1,2019,C,Y,163,75172,461
92026,1,2019,R,Y,10654,535341,50
92027,1,2019,C,Y,232,96483,416
92027,1,2019,R,Y,13412,668742,50
92028,1,2019,C,Y,0,0,0
92028,1,2019,R,Y,9351,518157,55
92029,1,2019,C,Y,0,0,0
92029,1,2019,R,N,6194,357940,58
92036,1,2019,C,Y,0,0,0
92036,1,2019,R,Y,0,0,0
92037,1,2019,C,Y,0,0,0
92037,1,2019,R,Y,15384,1017764,66
92040,1,2019,C,N,222,49153,221
92040,1,2019,R,N,9610,488513,51
92045,1,2019,C,Y,0,0,0
92045,1,2019,R,Y,0,0,0
92049,1,2019,C,Y,0,0,0
92049,1,2019,R,Y,0,0,0
92054,1,2019,C,Y,744,290225,390
92054,1,2019,R,Y,12607,581933,46
92055,1,2019,C,Y,0,0,0
92055,1,2019,R,Y,0,0,0
92056,1,2019,C,Y,0,0,0
92056,1,2019,R,N,20127,910915,45
92057,1,2019,C,Y,0,0,0
92057,1,2019,R,N,19471,890040,46
92058,1,2019,C,Y,408,175852,431
92058,1,2019,R,Y,6679,421808,63
92059,1,2019,C,Y,0,0,0
92059,1,2019,R,Y,0,0,0
92060,1,2019,C,Y,0,0,0
92060,1,2019,R,Y,0,0,0
92061,1,2019,C,Y,0,0,0
92061,1,2019,R,Y,0,0,0
92064,1,2019,C,Y,768,306979,400
92064,1,2019,R,Y,13862,912790,66
92065,1,2019,C,Y,0,0,0
92065,1,2019,R,Y,0,0,0
92066,1,2019,C,Y,0,0,0
92066,1,2019,R,Y,0,0,0
92067,1,2019,C,Y,0,0,0
92067,1,2019,R,N,2094,364903,174
92068,1,2019,C,Y,0,0,0
92068,1,2019,R,Y,0,0,0
92069,1,2019,C,Y,347,288756,832
92069,1,2019,R,Y,12201,584048,48
92070,1,2019,C,Y,0,0,0
92070,1,2019,R,Y,0,0,0
92071,1,2019,C,Y,446,174961,392
92071,1,2019,R,Y,16581,799185,48
92072,1,2019,C,Y,0,0,0
92072,1,2019,R,Y,0,0,0
92075,1,2019,C,N,237,67504,285
92075,1,2019,R,N,4844,268434,55
92078,1,2019,C,N,541,193860,358
92078,1,2019,R,N,16535,855162,52
92079,1,2019,C,Y,0,0,0
92079,1,2019,R,Y,0,0,0
92081,1,2019,C,Y,723,339719,470
92081,1,2019,R,Y,10625,456749,43
92082,1,2019,C,Y,0,0,0
92082,1,2019,R,Y,583,60570,104
92083,1,2019,C,Y,0,0,0
92083,1,2019,R,N,9878,383996,39
92084,1,2019,C,Y,0,0,0
92084,1,2019,R,Y,10490,500349,48
92085,1,2019,C,Y,0,0,0
92085,1,2019,R,Y,0,0,0
92086,1,2019,C,Y,0,0,0
92086,1,2019,R,Y,0,0,0
92091,1,2019,C,Y,0,0,0
92091,1,2019,R,N,945,101209,107
92092,1,2019,C,Y,0,0,0
92092,1,2019,R,Y,0,0,0
92093,1,2019,C,Y,0,0,0
92093,1,2019,R,Y,0,0,0
92096,1,2019,C,Y,0,0,0
92096,1,2019,R,Y,0,0,0
92101,1,2019,C,Y,1138,977946,859
92101,1,2019,R,Y,3028,202277,67
92102,1,2019,C,N,364,115433,317
92102,1,2019,R,N,13219,402453,30
92103,1,2019,C,Y,1173,643994,549
92103,1,2019,R,Y,13640,515830,38
92104,1,2019,C,N,469,146208,312
92104,1,2019,R,N,19609,597906,30
92105,1,2019,C,N,359,122484,341
92105,1,2019,R,N,17765,580143,33
92106,1,2019,C,Y,272,200006,735
92106,1,2019,R,Y,7175,393403,55
92107,1,2019,C,N,280,73107,261
92107,1,2019,R,N,12258,467332,38
92108,1,2019,C,Y,0,0,0
92108,1,2019,R,N,6590,222960,34
92109,1,2019,C,N,698,281272,403
92109,1,2019,R,N,19489,680220,35
92110,1,2019,C,Y,0,0,0
92110,1,2019,R,N,8708,361963,42
92111,1,2019,C,Y,1472,639971,435
92111,1,2019,R,Y,13143,558227,42
92112,1,2019,C,Y,0,0,0
92112,1,2019,R,Y,0,0,0
92113,1,2019,C,N,392,154069,393
92113,1,2019,R,N,11941,353210,30
92114,1,2019,C,N,146,37714,258
92114,1,2019,R,N,17456,665748,38
92115,1,2019,C,Y,539,223423,415
92115,1,2019,R,Y,18769,748930,40
92116,1,2019,C,N,280,40576,145
92116,1,2019,R,N,16148,533843,33
92117,1,2019,C,N,340,133654,393
92117,1,2019,R,N,18969,794409,42
92118,1,2019,C,Y,0,0,0
92118,1,2019,R,Y,6687,384184,57
92119,1,2019,C,N,112,34474,308
92119,1,2019,R,N,8028,407810,51
92120,1,2019,C,Y,0,0,0
92120,1,2019,R,N,10548,551783,52
92121,1,2019,C,Y,1868,1773868,950
92121,1,2019,R,Y,1252,55835,45
92122,1,2019,C,N,206,181296,880
92122,1,2019,R,N,10699,574635,54
92123,1,2019,C,Y,615,328487,534
92123,1,2019,R,Y,10763,415672,39
92124,1,2019,C,Y,0,0,0
92124,1,2019,R,N,8353,378229,45
92126,1,2019,C,Y,0,0,0
92126,1,2019,R,Y,22062,827043,37
92127,1,2019,C,Y,228,235062,1031
92127,1,2019,R,Y,14714,911855,62
92128,1,2019,C,Y,322,221359,687
92128,1,2019,R,Y,20943,963239,46
92129,1,2019,C,Y,0,0,0
92129,1,2019,R,N,16811,740910,44
92130,1,2019,C,N,204,194940,956
92130,1,2019,R,N,21569,1153666,53
92131,1,2019,C,Y,0,0,0
92131,1,2019,R,Y,13274,713703,54
92132,1,2019,C,Y,0,0,0
92132,1,2019,R,Y,0,0,0
92134,1,2019,C,Y,0,0,0
92134,1,2019,R,Y,0,0,0
92135,1,2019,C,Y,0,0,0
92135,1,2019,R,Y,0,0,0
92136,1,2019,C,Y,0,0,0
92136,1,2019,R,Y,0,0,0
92139,1,2019,C,Y,0,0,0
92139,1,2019,R,N,8703,338416,39
92145,1,2019,C,Y,0,0,0
92145,1,2019,R,Y,0,0,0
92152,1,2019,C,Y,0,0,0
92152,1,2019,R,Y,0,0,0
92154,1,2019,C,Y,644,358136,556
92154,1,2019,R,Y,19656,681657,35
92155,1,2019,C,Y,0,0,0
92155,1,2019,R,Y,0,0,0
92158,1,2019,C,Y,0,0,0
92158,1,2019,R,Y,0,0,0
92161,1,2019,C,Y,0,0,0
92161,1,2019,R,Y,0,0,0
92173,1,2019,C,Y,0,0,0
92173,1,2019,R,N,6313,169234,27
92179,1,2019,C,Y,0,0,0
92179,1,2019,R,Y,0,0,0
92182,1,2019,C,Y,0,0,0
92182,1,2019,R,Y,0,0,0
92199,1,2019,C,Y,0,0,0
92199,1,2019,R,Y,0,0,0
92536,1,2019,C,Y,0,0,0
92536,1,2019,R,Y,0,0,0
92672,1,2019,C,Y,0,0,0
92672,1,2019,R,Y,0,0,0
91901,2,2019,C,Y,88,40591,461
91901,2,2019,R,Y,2223,155936,70
91902,2,2019,C,Y,0,0,0
91902,2,2019,R,N,5328,323044,61
91905,2,2019,C,Y,0,0,0
91905,2,2019,R,Y,0,0,0
91906,2,2019,C,Y,0,0,0
91906,2,2019,R,Y,0,0,0
91910,2,2019,C,Y,0,0,0
91910,2,2019,R,Y,21760,904020,42
91911,2,2019,C,Y,495,189420,383
91911,2,2019,R,Y,17510,740259,42
91912,2,2019,C,Y,0,0,0
91912,2,2019,R,Y,0,0,0
91913,2,2019,C,N,91,48930,538
91913,2,2019,R,N,16896,718354,43
91914,2,2019,C,Y,0,0,0
91914,2,2019,R,N,5319,315209,59
91915,2,2019,C,Y,0,0,0
91915,2,2019,R,N,10415,471026,45
91916,2,2019,C,Y,0,0,0
91916,2,2019,R,Y,0,0,0
91917,2,2019,C,Y,0,0,0
91917,2,2019,R,Y,0,0,0
91931,2,2019,C,Y,0,0,0
91931,2,2019,R,Y,0,0,0
91932,2,2019,C,N,167,54520,326
91932,2,2019,R,N,8984,292511,33
91934,2,2019,C,Y,0,0,0
91934,2,2019,R,Y,0,0,0
91935,2,2019,C,Y,0,0,0
91935,2,2019,R,N,220,23790,108
91941,2,2019,C,N,135,33955,252
91941,2,2019,R,N,11294,730845,65
91942,2,2019,C,N,679,246505,363
91942,2,2019,R,N,11331,585920,52
91945,2,2019,C,N,307,60607,197
91945,2,2019,R,N,8151,355311,44
91948,2,2019,C,Y,0,0,0
91948,2,2019,R,Y,0,0,0
91950,2,2019,C,Y,1517,527743,348
91950,2,2019,R,Y,12356,402679,33
91962,2,2019,C,Y,0,0,0
91962,2,2019,R,Y,0,0,0
91963,2,2019,C,Y,0,0,0
91963,2,2019,R,Y,0,0,0
91977,2,2019,C,N,327,74630,228
91977,2,2019,R,N,15992,729652,46
91978,2,2019,C,Y,0,0,0
91978,2,2019,R,N,2507,133568,53
91980,2,2019,C,Y,0,0,0
91980,2,2019,R,Y,0,0,0
92003,2,2019,C,Y,0,0,0
92003,2,2019,R,N,211,14802,70
92004,2,2019,C,Y,0,0,0
92004,2,2019,R,Y,308,15897,52
92007,2,2019,C,Y,0,0,0
92007,2,2019,R,N,4308,202177,47
92008,2,2019,C,N,561,346256,617
92008,2,2019,R,N,10575,532562,50
92009,2,2019,C,N,222,187580,845
92009,2,2019,R,N,16055,1042466,65
92010,2,2019,C,Y,0,0,0
92010,2,2019,R,N,6550,322063,49
