ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,10,2013,C,Y,89,15546,175
91901,10,2013,R,Y,2286,40349,18
91902,10,2013,C,Y,0,0,0
91902,10,2013,R,N,5407,89742,17
91905,10,2013,C,Y,0,0,0
91905,10,2013,R,Y,0,0,0
91906,10,2013,C,Y,0,0,0
91906,10,2013,R,Y,0,0,0
91910,10,2013,C,Y,0,0,0
91910,10,2013,R,Y,22463,1288747,57
91911,10,2013,C,Y,491,112705,230
91911,10,2013,R,Y,18011,310580,17
91912,10,2013,C,Y,0,0,0
91912,10,2013,R,Y,0,0,0
91913,10,2013,C,N,81,18229,225
91913,10,2013,R,N,15133,207028,14
91914,10,2013,C,Y,0,0,0
91914,10,2013,R,N,5379,85393,16
91915,10,2013,C,Y,81,21941,271
91915,10,2013,R,Y,9326,126538,14
91916,10,2013,C,Y,0,0,0
91916,10,2013,R,Y,0,0,0
91917,10,2013,C,Y,0,0,0
91917,10,2013,R,Y,0,0,0
91931,10,2013,C,Y,0,0,0
91931,10,2013,R,Y,0,0,0
91932,10,2013,C,N,166,23227,140
91932,10,2013,R,N,9110,139069,15
91934,10,2013,C,Y,0,0,0
91934,10,2013,R,Y,0,0,0
91935,10,2013,C,Y,0,0,0
91935,10,2013,R,N,215,5550,26
91941,10,2013,C,N,141,16507,117
91941,10,2013,R,N,11582,1150992,99
91942,10,2013,C,N,710,129647,183
91942,10,2013,R,N,11421,1149772,101
91945,10,2013,C,N,320,33731,105
91945,10,2013,R,N,8244,128634,16
91948,10,2013,C,Y,0,0,0
91948,10,2013,R,Y,0,0,0
91950,10,2013,C,Y,0,0,0
91950,10,2013,R,Y,12607,197052,16
91962,10,2013,C,Y,0,0,0
91962,10,2013,R,Y,0,0,0
91963,10,2013,C,Y,0,0,0
91963,10,2013,R,Y,0,0,0
91977,10,2013,C,N,327,35996,110
91977,10,2013,R,N,16195,2508236,155
91978,10,2013,C,N,53,6896,130
91978,10,2013,R,N,2510,41800,17
91980,10,2013,C,Y,0,0,0
91980,10,2013,R,Y,0,0,0
92003,10,2013,C,Y,0,0,0
92003,10,2013,R,N,151,2549,17
92004,10,2013,C,Y,0,0,0
92004,10,2013,R,Y,313,3338,11
92007,10,2013,C,Y,0,0,0
92007,10,2013,R,N,4423,67279,15
92008,10,2013,C,N,577,187386,325
92008,10,2013,R,N,10819,193943,18
92009,10,2013,C,N,186,79583,428
92009,10,2013,R,N,16216,290090,18
92010,10,2013,C,Y,0,0,0
92010,10,2013,R,N,5797,98078,17
92011,10,2013,C,N,184,71921,391
92011,10,2013,R,N,9426,139897,15
92014,10,2013,C,N,177,46260,261
92014,10,2013,R,N,5834,119206,20
92019,10,2013,C,N,204,61492,301
92019,10,2013,R,N,12615,198404,16
92020,10,2013,C,N,936,153643,164
92020,10,2013,R,N,14778,1218667,82
92021,10,2013,C,N,560,96222,172
92021,10,2013,R,N,14762,277182,19
92024,10,2013,C,Y,0,0,0
92024,10,2013,R,Y,17218,304094,18
92025,10,2013,C,Y,1370,207618,152
92025,10,2013,R,Y,11920,4982329,418
92026,10,2013,C,Y,174,39864,229
92026,10,2013,R,Y,10542,182493,17
92027,10,2013,C,Y,236,43348,184
92027,10,2013,R,Y,13427,1182740,88
92028,10,2013,C,Y,0,0,0
92028,10,2013,R,Y,9224,155369,17
92029,10,2013,C,Y,0,0,0
92029,10,2013,R,N,5859,97113,17
92036,10,2013,C,Y,0,0,0
92036,10,2013,R,Y,0,0,0
92037,10,2013,C,Y,0,0,0
92037,10,2013,R,Y,15857,361752,23
92040,10,2013,C,N,219,23157,106
92040,10,2013,R,N,9239,160660,17
92045,10,2013,C,Y,0,0,0
92045,10,2013,R,Y,0,0,0
92049,10,2013,C,Y,0,0,0
92049,10,2013,R,Y,0,0,0
92054,10,2013,C,Y,715,139449,195
92054,10,2013,R,Y,12909,226941,18
92055,10,2013,C,Y,0,0,0
92055,10,2013,R,Y,0,0,0
92056,10,2013,C,Y,0,0,0
92056,10,2013,R,N,20232,2210144,109
92057,10,2013,C,Y,0,0,0
92057,10,2013,R,N,19575,279705,14
92058,10,2013,C,Y,0,0,0
92058,10,2013,R,Y,6734,161849,24
92059,10,2013,C,Y,0,0,0
92059,10,2013,R,Y,0,0,0
92060,10,2013,C,Y,0,0,0
92060,10,2013,R,Y,0,0,0
92061,10,2013,C,Y,0,0,0
92061,10,2013,R,Y,0,0,0
92064,10,2013,C,Y,779,148200,190
92064,10,2013,R,Y,13945,262964,19
92065,10,2013,C,Y,0,0,0
92065,10,2013,R,Y,0,0,0
92066,10,2013,C,Y,0,0,0
92066,10,2013,R,Y,0,0,0
92067,10,2013,C,Y,0,0,0
92067,10,2013,R,N,2185,117545,54
92068,10,2013,C,Y,0,0,0
92068,10,2013,R,Y,0,0,0
92069,10,2013,C,Y,357,137394,385
92069,10,2013,R,Y,11754,192384,16
92070,10,2013,C,Y,0,0,0
92070,10,2013,R,Y,0,0,0
92071,10,2013,C,Y,450,80176,178
92071,10,2013,R,Y,16505,231126,14
92072,10,2013,C,Y,0,0,0
92072,10,2013,R,Y,0,0,0
92075,10,2013,C,N,268,39769,148
92075,10,2013,R,N,4980,91132,18
92078,10,2013,C,N,530,116921,221
92078,10,2013,R,N,16039,262061,16
92079,10,2013,C,Y,0,0,0
92079,10,2013,R,Y,0,0,0
92081,10,2013,C,Y,714,185338,260
92081,10,2013,R,Y,10629,156371,15
92082,10,2013,C,Y,0,0,0
92082,10,2013,R,Y,552,15219,28
92083,10,2013,C,Y,0,0,0
92083,10,2013,R,N,8976,148570,17
92084,10,2013,C,Y,409,74923,183
92084,10,2013,R,Y,10388,186542,18
92085,10,2013,C,Y,0,0,0
92085,10,2013,R,Y,0,0,0
92086,10,2013,C,Y,0,0,0
92086,10,2013,R,Y,0,0,0
92091,10,2013,C,Y,0,0,0
92091,10,2013,R,N,747,919825,1231
92092,10,2013,C,Y,0,0,0
92092,10,2013,R,Y,0,0,0
92093,10,2013,C,Y,0,0,0
92093,10,2013,R,Y,0,0,0
92096,10,2013,C,Y,0,0,0
92096,10,2013,R,Y,0,0,0
92101,10,2013,C,Y,0,0,0
92101,10,2013,R,Y,3115,1000920,321
92102,10,2013,C,Y,0,0,0
92102,10,2013,R,N,13547,190156,14
92103,10,2013,C,Y,0,0,0
92103,10,2013,R,N,14051,218684,16
92104,10,2013,C,N,485,89092,184
92104,10,2013,R,N,20236,269039,13
92105,10,2013,C,N,394,67380,171
92105,10,2013,R,N,18176,2213427,122
92106,10,2013,C,Y,275,87163,317
92106,10,2013,R,Y,7294,130706,18
92107,10,2013,C,N,279,37892,136
92107,10,2013,R,N,12904,181806,14
92108,10,2013,C,Y,0,0,0
92108,10,2013,R,Y,5724,96657,17
92109,10,2013,C,N,725,171739,237
92109,10,2013,R,N,20829,348324,17
92110,10,2013,C,Y,0,0,0
92110,10,2013,R,N,8444,141843,17
92111,10,2013,C,Y,0,0,0
92111,10,2013,R,N,13327,200824,15
92112,10,2013,C,Y,0,0,0
92112,10,2013,R,Y,0,0,0
92113,10,2013,C,N,398,83634,210
92113,10,2013,R,N,12260,1146776,94
92114,10,2013,C,N,148,15447,104
92114,10,2013,R,N,17724,284053,16
92115,10,2013,C,Y,550,123496,225
92115,10,2013,R,Y,19357,306463,16
92116,10,2013,C,N,288,24622,85
92116,10,2013,R,N,16606,223270,13
92117,10,2013,C,N,368,70092,190
92117,10,2013,R,N,19240,282301,15
92118,10,2013,C,Y,0,0,0
92118,10,2013,R,Y,6937,127725,18
92119,10,2013,C,N,119,17544,147
92119,10,2013,R,N,8088,119723,15
92120,10,2013,C,Y,0,0,0
92120,10,2013,R,N,9737,150182,15
92121,10,2013,C,Y,0,0,0
92121,10,2013,R,N,1192,16055,13
92122,10,2013,C,N,204,96419,473
92122,10,2013,R,N,11022,211132,19
92123,10,2013,C,Y,0,0,0
92123,10,2013,R,N,9923,145837,15
92124,10,2013,C,Y,0,0,0
92124,10,2013,R,N,8444,114660,14
92126,10,2013,C,Y,0,0,0
92126,10,2013,R,Y,22424,316090,14
92127,10,2013,C,Y,218,72649,333
92127,10,2013,R,Y,13059,237884,18
92128,10,2013,C,Y,299,133975,448
92128,10,2013,R,Y,21451,268106,12
92129,10,2013,C,N,176,58383,332
92129,10,2013,R,N,17381,233838,13
92130,10,2013,C,N,196,108098,552
92130,10,2013,R,N,19767,324836,16
92131,10,2013,C,Y,0,0,0
92131,10,2013,R,Y,13509,204317,15
92132,10,2013,C,Y,0,0,0
92132,10,2013,R,Y,0,0,0
92134,10,2013,C,Y,0,0,0
92134,10,2013,R,Y,0,0,0
92135,10,2013,C,Y,0,0,0
92135,10,2013,R,Y,0,0,0
92136,10,2013,C,Y,0,0,0
92136,10,2013,R,Y,0,0,0
92139,10,2013,C,N,61,11544,189
92139,10,2013,R,N,8853,1094415,124
92145,10,2013,C,Y,0,0,0
92145,10,2013,R,Y,0,0,0
92152,10,2013,C,Y,0,0,0
92152,10,2013,R,Y,0,0,0
92154,10,2013,C,Y,0,0,0
92154,10,2013,R,Y,18758,2199296,117
92155,10,2013,C,Y,0,0,0
92155,10,2013,R,Y,0,0,0
92158,10,2013,C,Y,0,0,0
92158,10,2013,R,Y,0,0,0
92161,10,2013,C,Y,0,0,0
92161,10,2013,R,Y,0,0,0
92173,10,2013,C,Y,0,0,0
92173,10,2013,R,N,6521,84023,13
92179,10,2013,C,Y,0,0,0
92179,10,2013,R,Y,0,0,0
92182,10,2013,C,Y,0,0,0
92182,10,2013,R,Y,0,0,0
92199,10,2013,C,Y,0,0,0
92199,10,2013,R,Y,0,0,0
92536,10,2013,C,Y,0,0,0
92536,10,2013,R,Y,0,0,0
92672,10,2013,C,Y,0,0,0
92672,10,2013,R,Y,0,0,0
91901,11,2013,C,Y,88,21345,243
91901,11,2013,R,Y,2263,983661,435
91902,11,2013,C,Y,0,0,0
91902,11,2013,R,N,5380,144793,27
91905,11,2013,C,Y,0,0,0
91905,11,2013,R,Y,0,0,0
91906,11,2013,C,Y,0,0,0
91906,11,2013,R,Y,0,0,0
91910,11,2013,C,Y,0,0,0
91910,11,2013,R,Y,22286,2342465,105
91911,11,2013,C,Y,489,137676,282
91911,11,2013,R,Y,17855,1393650,78
91912,11,2013,C,Y,0,0,0
91912,11,2013,R,Y,0,0,0
91913,11,2013,C,N,80,23263,291
91913,11,2013,R,N,15035,2218005,148
91914,11,2013,C,Y,0,0,0
91914,11,2013,R,N,5352,124869,23
91915,11,2013,C,Y,0,0,0
91915,11,2013,R,Y,9318,186706,20
91916,11,2013,C,Y,0,0,0
91916,11,2013,R,Y,0,0,0
91917,11,2013,C,Y,0,0,0
91917,11,2013,R,Y,0,0,0
91931,11,2013,C,Y,0,0,0
91931,11,2013,R,Y,0,0,0
91932,11,2013,C,N,166,25751,155
91932,11,2013,R,N,9020,212011,24
91934,11,2013,C,Y,0,0,0
91934,11,2013,R,Y,0,0,0
91935,11,2013,C,Y,0,0,0
91935,11,2013,R,N,214,8889,42
91941,11,2013,C,N,141,21670,154
91941,11,2013,R,N,11507,320846,28
91942,11,2013,C,Y,0,0,0
91942,11,2013,R,N,11326,2208139,195
91945,11,2013,C,N,315,40469,128
91945,11,2013,R,N,8174,185960,23
91948,11,2013,C,Y,0,0,0
91948,11,2013,R,Y,0,0,0
91950,11,2013,C,Y,0,0,0
91950,11,2013,R,Y,12503,2200406,176
91962,11,2013,C,Y,0,0,0
91962,11,2013,R,Y,0,0,0
91963,11,2013,C,Y,0,0,0
91963,11,2013,R,Y,0,0,0
91977,11,2013,C,N,326,44177,136
