ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,4,2017,C,Y,85,19532,230
91901,4,2017,R,Y,2110,40422,19
91902,4,2017,C,Y,0,0,0
91902,4,2017,R,N,5162,1040215,202
91905,4,2017,C,Y,0,0,0
91905,4,2017,R,Y,0,0,0
91906,4,2017,C,Y,0,0,0
91906,4,2017,R,Y,0,0,0
91910,4,2017,C,Y,0,0,0
91910,4,2017,R,Y,20819,2155189,104
91911,4,2017,C,Y,0,0,0
91911,4,2017,R,Y,16741,318746,19
91912,4,2017,C,Y,0,0,0
91912,4,2017,R,Y,0,0,0
91913,4,2017,C,N,88,20475,233
91913,4,2017,R,N,14818,217115,15
91914,4,2017,C,Y,0,0,0
91914,4,2017,R,N,5125,91067,18
91915,4,2017,C,Y,0,0,0
91915,4,2017,R,Y,9480,137251,14
91916,4,2017,C,Y,0,0,0
91916,4,2017,R,Y,0,0,0
91917,4,2017,C,Y,0,0,0
91917,4,2017,R,Y,0,0,0
91931,4,2017,C,Y,0,0,0
91931,4,2017,R,Y,0,0,0
91932,4,2017,C,Y,0,0,0
91932,4,2017,R,N,8200,139263,17
91934,4,2017,C,Y,0,0,0
91934,4,2017,R,Y,0,0,0
91935,4,2017,C,Y,0,0,0
91935,4,2017,R,N,211,5835,28
91941,4,2017,C,N,133,11990,90
91941,4,2017,R,N,10902,187567,17
91942,4,2017,C,N,664,128913,194
91942,4,2017,R,N,10854,192669,18
91945,4,2017,C,N,311,34243,110
91945,4,2017,R,N,7779,120108,15
91948,4,2017,C,Y,0,0,0
91948,4,2017,R,Y,0,0,0
91950,4,2017,C,Y,0,0,0
91950,4,2017,R,Y,11788,202457,17
91962,4,2017,C,Y,0,0,0
91962,4,2017,R,Y,0,0,0
91963,4,2017,C,Y,0,0,0
91963,4,2017,R,Y,0,0,0
91977,4,2017,C,Y,0,0,0
91977,4,2017,R,N,15208,248832,16
91978,4,2017,C,Y,0,0,0
91978,4,2017,R,N,2277,1954788,858
91980,4,2017,C,Y,0,0,0
91980,4,2017,R,Y,0,0,0
92003,4,2017,C,Y,0,0,0
92003,4,2017,R,N,168,2957,18
92004,4,2017,C,Y,0,0,0
92004,4,2017,R,Y,300,3273,11
92007,4,2017,C,Y,0,0,0
92007,4,2017,R,N,4152,67043,16
92008,4,2017,C,Y,0,0,0
92008,4,2017,R,N,10044,177091,18
92009,4,2017,C,Y,0,0,0
92009,4,2017,R,N,15499,2195831,142
