ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,4,2016,C,Y,0,0,0
91901,4,2016,R,Y,302,7107,24
91902,4,2016,C,Y,0,0,0
91902,4,2016,R,N,1027,659864,643
91905,4,2016,C,Y,0,0,0
91905,4,2016,R,Y,0,0,0
91906,4,2016,C,Y,0,0,0
91906,4,2016,R,Y,0,0,0
91910,4,2016,C,Y,0,0,0
91910,4,2016,R,Y,2555,48550,19
91911,4,2016,C,Y,0,0,0
91911,4,2016,R,Y,2193,44266,20
91912,4,2016,C,Y,0,0,0
91912,4,2016,R,Y,0,0,0
91913,4,2016,C,Y,0,0,0
91913,4,2016,R,N,2715,47059,17
91914,4,2016,C,Y,0,0,0
91914,4,2016,R,N,1092,24817,23
91915,4,2016,C,Y,0,0,0
91915,4,2016,R,N,1793,32138,18
91916,4,2016,C,Y,0,0,0
91916,4,2016,R,Y,0,0,0
91917,4,2016,C,Y,0,0,0
91917,4,2016,R,Y,0,0,0
91931,4,2016,C,Y,0,0,0
91931,4,2016,R,Y,0,0,0
91932,4,2016,C,Y,0,0,0
91932,4,2016,R,N,936,17431,19
91934,4,2016,C,Y,0,0,0
91934,4,2016,R,Y,0,0,0
91935,4,2016,C,Y,0,0,0
91935,4,2016,R,Y,0,0,0
91941,4,2016,C,Y,0,0,0
91941,4,2016,R,N,1347,29631,22
91942,4,2016,C,Y,0,0,0
91942,4,2016,R,N,1305,26295,20
91945,4,2016,C,Y,0,0,0
91945,4,2016,R,N,960,18342,19
91948,4,2016,C,Y,0,0,0
91948,4,2016,R,Y,0,0,0
91950,4,2016,C,Y,0,0,0
91950,4,2016,R,Y,1513,32199,21
91962,4,2016,C,Y,0,0,0
91962,4,2016,R,Y,0,0,0
91963,4,2016,C,Y,0,0,0
91963,4,2016,R,Y,0,0,0
91977,4,2016,C,Y,0,0,0
91977,4,2016,R,N,1897,37751,20
91978,4,2016,C,Y,0,0,0
91978,4,2016,R,N,309,6690,22
91980,4,2016,C,Y,0,0,0
91980,4,2016,R,Y,0,0,0
92003,4,2016,C,Y,0,0,0
92003,4,2016,R,Y,0,0,0
92004,4,2016,C,Y,0,0,0
92004,4,2016,R,Y,0,0,0
92007,4,2016,C,Y,0,0,0
92007,4,2016,R,N,520,8958,17
92008,4,2016,C,Y,0,0,0
