ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,7,2012,C,Y,89,13896,156
91901,7,2012,R,Y,2538,39400,16
91902,7,2012,C,Y,0,0,0
91902,7,2012,R,N,5796,126512,22
91905,7,2012,C,Y,0,0,0
91905,7,2012,R,Y,0,0,0
91906,7,2012,C,Y,0,0,0
91906,7,2012,R,Y,0,0,0
91910,7,2012,C,Y,0,0,0
91910,7,2012,R,Y,24746,1402629,57
91911,7,2012,C,Y,523,119537,229
91911,7,2012,R,Y,19663,2296531,117
91912,7,2012,C,Y,0,0,0
91912,7,2012,R,Y,0,0,0
91913,7,2012,C,N,85,12344,145
91913,7,2012,R,N,15973,246091,15
91914,7,2012,C,Y,0,0,0
91914,7,2012,R,N,5769,104806,18
91915,7,2012,C,Y,85,16463,194
91915,7,2012,R,Y,9885,151646,15
91916,7,2012,C,Y,0,0,0
91916,7,2012,R,Y,0,0,0
91917,7,2012,C,Y,0,0,0
91917,7,2012,R,Y,0,0,0
91931,7,2012,C,Y,0,0,0
91931,7,2012,R,Y,0,0,0
91932,7,2012,C,N,176,25527,145
91932,7,2012,R,N,10217,175346,17
91934,7,2012,C,Y,0,0,0
91934,7,2012,R,Y,0,0,0
91935,7,2012,C,Y,0,0,0
91935,7,2012,R,N,233,7570,32
91941,7,2012,C,N,150,13795,92
91941,7,2012,R,N,12720,224343,18
91942,7,2012,C,N,752,89713,119
91942,7,2012,R,N,12594,223547,18
91945,7,2012,C,N,343,33627,98
91945,7,2012,R,N,9097,165153,18
91948,7,2012,C,Y,0,0,0
91948,7,2012,R,Y,0,0,0
91950,7,2012,C,Y,0,0,0
91950,7,2012,R,Y,13867,249512,18
91962,7,2012,C,Y,0,0,0
91962,7,2012,R,Y,0,0,0
91963,7,2012,C,Y,0,0,0
91963,7,2012,R,Y,0,0,0
91977,7,2012,C,N,360,32354,90
91977,7,2012,R,N,17640,338545,19
91978,7,2012,C,N,56,5054,90
