ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,7,2015,C,Y,85,19270,227
91901,7,2015,R,Y,2087,32052,15
91902,7,2015,C,Y,0,0,0
91902,7,2015,R,N,5151,85371,17
91905,7,2015,C,Y,0,0,0
91905,7,2015,R,Y,0,0,0
91906,7,2015,C,Y,0,0,0
91906,7,2015,R,Y,0,0,0
91910,7,2015,C,Y,0,0,0
91910,7,2015,R,Y,20648,315763,15
91911,7,2015,C,Y,0,0,0
91911,7,2015,R,Y,16730,294917,18
91912,7,2015,C,Y,0,0,0
91912,7,2015,R,Y,0,0,0
91913,7,2015,C,N,79,15165,192
91913,7,2015,R,N,14232,199040,14
91914,7,2015,C,Y,0,0,0
91914,7,2015,R,N,5117,85977,17
91915,7,2015,C,Y,73,14535,199
91915,7,2015,R,Y,9028,121061,13
91916,7,2015,C,Y,0,0,0
91916,7,2015,R,Y,0,0,0
91917,7,2015,C,Y,0,0,0
91917,7,2015,R,Y,0,0,0
91931,7,2015,C,Y,0,0,0
91931,7,2015,R,Y,0,0,0
91932,7,2015,C,Y,0,0,0
91932,7,2015,R,N,8189,126692,15
91934,7,2015,C,Y,0,0,0
91934,7,2015,R,Y,0,0,0
91935,7,2015,C,Y,0,0,0
91935,7,2015,R,N,207,5806,28
91941,7,2015,C,Y,0,0,0
91941,7,2015,R,N,10904,1114936,102
91942,7,2015,C,Y,0,0,0
91942,7,2015,R,N,10561,1122120,106
91945,7,2015,C,N,302,44309,147
91945,7,2015,R,N,7702,106898,14
91948,7,2015,C,Y,0,0,0
91948,7,2015,R,Y,0,0,0
91950,7,2015,C,Y,0,0,0
91950,7,2015,R,Y,11745,205618,18
91962,7,2015,C,Y,0,0,0
91962,7,2015,R,Y,0,0,0
91963,7,2015,C,Y,0,0,0
91963,7,2015,R,Y,0,0,0
91977,7,2015,C,N,315,38424,122
91977,7,2015,R,N,15157,225374,15
91978,7,2015,C,N,47,6726,143
91978,7,2015,R,N,2284,46555,20
91980,7,2015,C,Y,0,0,0
91980,7,2015,R,Y,0,0,0
92003,7,2015,C,Y,0,0,0
92003,7,2015,R,N,141,2118,15
92004,7,2015,C,Y,0,0,0
92004,7,2015,R,Y,280,2387,9
92007,7,2015,C,Y,0,0,0
92007,7,2015,R,N,4134,1020937,247
92008,7,2015,C,N,566,195633,346
92008,7,2015,R,N,9941,186554,19
92009,7,2015,C,N,212,85160,402
92009,7,2015,R,N,15427,287330,19
92010,7,2015,C,Y,0,0,0
92010,7,2015,R,N,5497,78600,14
92011,7,2015,C,Y,0,0,0
92011,7,2015,R,N,8835,137979,16
92014,7,2015,C,Y,0,0,0
92014,7,2015,R,N,5464,103196,19
92019,7,2015,C,N,197,50932,259
92019,7,2015,R,N,11911,174787,15
92020,7,2015,C,N,881,170377,193
92020,7,2015,R,N,13691,254083,19
92021,7,2015,C,N,530,111454,210
92021,7,2015,R,N,13807,248290,18
92024,7,2015,C,Y,0,0,0
92024,7,2015,R,Y,16361,1281913,78
92025,7,2015,C,Y,1293,215248,166
92025,7,2015,R,Y,11128,4005053,360
92026,7,2015,C,Y,0,0,0
92026,7,2015,R,N,9809,2074838,212
92027,7,2015,C,Y,226,39772,176
92027,7,2015,R,Y,12564,1138841,91
92028,7,2015,C,Y,0,0,0
92028,7,2015,R,Y,8327,144711,17
92029,7,2015,C,Y,0,0,0
92029,7,2015,R,N,5402,81676,15
92036,7,2015,C,Y,0,0,0
92036,7,2015,R,Y,0,0,0
92037,7,2015,C,Y,0,0,0
92037,7,2015,R,Y,14801,321036,22
92040,7,2015,C,N,211,22888,108
92040,7,2015,R,N,8770,133655,15
92045,7,2015,C,Y,0,0,0
92045,7,2015,R,Y,0,0,0
92049,7,2015,C,Y,0,0,0
92049,7,2015,R,Y,0,0,0
92054,7,2015,C,Y,0,0,0
92054,7,2015,R,Y,11814,212393,18
92055,7,2015,C,Y,0,0,0
92055,7,2015,R,Y,0,0,0
92056,7,2015,C,Y,0,0,0
92056,7,2015,R,N,18752,252351,13
92057,7,2015,C,Y,347,55493,160
92057,7,2015,R,Y,18119,244226,13
92058,7,2015,C,Y,396,89715,227
92058,7,2015,R,Y,6165,147085,24
92059,7,2015,C,Y,0,0,0
92059,7,2015,R,Y,0,0,0
92060,7,2015,C,Y,0,0,0
92060,7,2015,R,Y,0,0,0
92061,7,2015,C,Y,0,0,0
92061,7,2015,R,Y,0,0,0
92064,7,2015,C,Y,0,0,0
92064,7,2015,R,N,13388,219769,16
92065,7,2015,C,Y,0,0,0
92065,7,2015,R,Y,0,0,0
92066,7,2015,C,Y,0,0,0
92066,7,2015,R,Y,0,0,0
92067,7,2015,C,Y,0,0,0
92067,7,2015,R,N,2095,104108,50
92068,7,2015,C,Y,0,0,0
92068,7,2015,R,Y,0,0,0
92069,7,2015,C,Y,339,85416,252
92069,7,2015,R,Y,11196,181676,16
92070,7,2015,C,Y,0,0,0
92070,7,2015,R,Y,0,0,0
92071,7,2015,C,Y,0,0,0
92071,7,2015,R,Y,15668,1158792,74
92072,7,2015,C,Y,0,0,0
92072,7,2015,R,Y,0,0,0
92075,7,2015,C,N,249,39848,160
92075,7,2015,R,N,4640,1022244,220
92078,7,2015,C,Y,0,0,0
92078,7,2015,R,N,15101,217667,14
92079,7,2015,C,Y,0,0,0
92079,7,2015,R,Y,0,0,0
92081,7,2015,C,Y,0,0,0
92081,7,2015,R,Y,9771,121450,12
92082,7,2015,C,Y,0,0,0
92082,7,2015,R,Y,549,2158192,3931
92083,7,2015,C,Y,0,0,0
92083,7,2015,R,N,8473,132683,16
92084,7,2015,C,Y,0,0,0
92084,7,2015,R,Y,9619,1157494,120
92085,7,2015,C,Y,0,0,0
92085,7,2015,R,Y,0,0,0
92086,7,2015,C,Y,0,0,0
92086,7,2015,R,Y,0,0,0
92091,7,2015,C,Y,0,0,0
92091,7,2015,R,N,708,24885,35
92092,7,2015,C,Y,0,0,0
92092,7,2015,R,Y,0,0,0
92093,7,2015,C,Y,0,0,0
92093,7,2015,R,Y,0,0,0
92096,7,2015,C,Y,0,0,0
92096,7,2015,R,Y,0,0,0
92101,7,2015,C,Y,0,0,0
92101,7,2015,R,Y,2756,86063,31
92102,7,2015,C,N,367,78725,215
92102,7,2015,R,N,12329,176956,14
92103,7,2015,C,Y,0,0,0
92103,7,2015,R,N,12562,172253,14
92104,7,2015,C,Y,0,0,0
92104,7,2015,R,N,18101,1194771,66
92105,7,2015,C,N,361,78359,217
92105,7,2015,R,N,16737,294169,18
92106,7,2015,C,Y,0,0,0
92106,7,2015,R,Y,6827,109294,16
92107,7,2015,C,Y,0,0,0
92107,7,2015,R,N,11546,163389,14
92108,7,2015,C,Y,0,0,0
92108,7,2015,R,N,5090,104954,21
92109,7,2015,C,Y,0,0,0
92109,7,2015,R,N,18406,1220891,66
92110,7,2015,C,Y,0,0,0
92110,7,2015,R,N,7787,118791,15
92111,7,2015,C,Y,0,0,0
92111,7,2015,R,N,12493,182688,15
92112,7,2015,C,Y,0,0,0
92112,7,2015,R,Y,0,0,0
92113,7,2015,C,Y,0,0,0
92113,7,2015,R,N,11360,1125183,99
92114,7,2015,C,N,146,18274,125
92114,7,2015,R,N,16757,1198186,72
92115,7,2015,C,Y,0,0,0
92115,7,2015,R,Y,17547,833557,48
92116,7,2015,C,N,273,26314,96
92116,7,2015,R,N,14930,197588,13
92117,7,2015,C,N,346,70914,205
92117,7,2015,R,N,17920,259383,14
92118,7,2015,C,Y,0,0,0
92118,7,2015,R,Y,6401,124072,19
92119,7,2015,C,N,117,19733,169
92119,7,2015,R,N,7701,99066,13
92120,7,2015,C,Y,0,0,0
92120,7,2015,R,N,9263,128417,14
92121,7,2015,C,Y,1824,7230591,3964
92121,7,2015,R,Y,1171,14785,13
92122,7,2015,C,Y,0,0,0
92122,7,2015,R,N,10072,1128167,112
92123,7,2015,C,Y,0,0,0
92123,7,2015,R,N,9277,2038543,220
92124,7,2015,C,Y,0,0,0
92124,7,2015,R,N,7748,101010,13
92126,7,2015,C,Y,0,0,0
92126,7,2015,R,Y,20922,280267,13
92127,7,2015,C,Y,0,0,0
92127,7,2015,R,Y,12886,225171,17
92128,7,2015,C,Y,0,0,0
92128,7,2015,R,Y,19846,214964,11
92129,7,2015,C,N,166,45682,275
92129,7,2015,R,N,16552,2158322,130
92130,7,2015,C,N,195,94244,483
92130,7,2015,R,N,18686,1262916,68
92131,7,2015,C,Y,0,0,0
92131,7,2015,R,Y,12731,181351,14
92132,7,2015,C,Y,0,0,0
92132,7,2015,R,Y,0,0,0
92134,7,2015,C,Y,0,0,0
92134,7,2015,R,Y,0,0,0
92135,7,2015,C,Y,0,0,0
92135,7,2015,R,Y,0,0,0
92136,7,2015,C,Y,0,0,0
92136,7,2015,R,Y,0,0,0
92139,7,2015,C,Y,0,0,0
92139,7,2015,R,N,8307,1075529,129
92145,7,2015,C,Y,0,0,0
92145,7,2015,R,Y,0,0,0
92152,7,2015,C,Y,0,0,0
92152,7,2015,R,Y,0,0,0
92154,7,2015,C,Y,604,207815,344
92154,7,2015,R,Y,17760,270608,15
92155,7,2015,C,Y,0,0,0
92155,7,2015,R,Y,0,0,0
92158,7,2015,C,Y,0,0,0
92158,7,2015,R,Y,0,0,0
92161,7,2015,C,Y,0,0,0
92161,7,2015,R,Y,0,0,0
92173,7,2015,C,Y,0,0,0
92173,7,2015,R,N,6030,80841,13
92179,7,2015,C,Y,0,0,0
92179,7,2015,R,Y,0,0,0
92182,7,2015,C,Y,0,0,0
92182,7,2015,R,Y,0,0,0
92199,7,2015,C,Y,0,0,0
92199,7,2015,R,Y,0,0,0
92536,7,2015,C,Y,0,0,0
92536,7,2015,R,Y,0,0,0
92672,7,2015,C,Y,0,0,0
92672,7,2015,R,Y,0,0,0
91901,8,2015,C,Y,84,14327,171
91901,8,2015,R,Y,2054,23599,11
91902,8,2015,C,Y,0,0,0
91902,8,2015,R,N,5115,60094,12
91905,8,2015,C,Y,0,0,0
91905,8,2015,R,Y,0,0,0
91906,8,2015,C,Y,0,0,0
91906,8,2015,R,Y,0,0,0
91910,8,2015,C,Y,0,0,0
91910,8,2015,R,Y,20445,237224,12
91911,8,2015,C,Y,0,0,0
91911,8,2015,R,Y,16506,213784,13
91912,8,2015,C,Y,0,0,0
91912,8,2015,R,Y,0,0,0
91913,8,2015,C,N,79,11545,146
91913,8,2015,R,N,14036,143998,10
91914,8,2015,C,Y,0,0,0
91914,8,2015,R,N,5065,61837,12
91915,8,2015,C,Y,0,0,0
91915,8,2015,R,Y,8887,88924,10
91916,8,2015,C,Y,0,0,0
91916,8,2015,R,Y,0,0,0
91917,8,2015,C,Y,0,0,0
91917,8,2015,R,Y,0,0,0
91931,8,2015,C,Y,0,0,0
91931,8,2015,R,Y,0,0,0
91932,8,2015,C,N,151,23770,157
91932,8,2015,R,N,8043,90687,11
91934,8,2015,C,Y,0,0,0
91934,8,2015,R,Y,0,0,0
91935,8,2015,C,Y,0,0,0
91935,8,2015,R,N,206,3924,19
91941,8,2015,C,Y,0,0,0
91941,8,2015,R,N,10786,119555,11
91942,8,2015,C,N,669,101997,152
91942,8,2015,R,N,10424,130596,13
91945,8,2015,C,N,300,34341,114
91945,8,2015,R,N,7631,76498,10
91948,8,2015,C,Y,0,0,0
91948,8,2015,R,Y,0,0,0
91950,8,2015,C,Y,1452,251677,173
91950,8,2015,R,Y,11625,145015,12
91962,8,2015,C,Y,0,0,0
91962,8,2015,R,Y,0,0,0
91963,8,2015,C,Y,0,0,0
91963,8,2015,R,Y,0,0,0
91977,8,2015,C,Y,0,0,0
91977,8,2015,R,N,15013,161318,11
91978,8,2015,C,N,45,4891,109
91978,8,2015,R,N,2249,27219,12
91980,8,2015,C,Y,0,0,0
91980,8,2015,R,Y,0,0,0
92003,8,2015,C,Y,0,0,0
92003,8,2015,R,N,139,1686,12
92004,8,2015,C,Y,0,0,0
92004,8,2015,R,Y,279,1945,7
92007,8,2015,C,Y,0,0,0
92007,8,2015,R,N,4091,45372,11
92008,8,2015,C,Y,0,0,0
92008,8,2015,R,N,9804,1072765,109
92009,8,2015,C,N,212,60361,285
92009,8,2015,R,N,15254,1165581,76
92010,8,2015,C,Y,0,0,0
92010,8,2015,R,N,5432,50274,9
92011,8,2015,C,Y,0,0,0
92011,8,2015,R,N,8702,98267,11
92014,8,2015,C,Y,0,0,0
92014,8,2015,R,N,5413,72846,13
92019,8,2015,C,N,193,36230,188
92019,8,2015,R,N,11814,127392,11
92020,8,2015,C,N,875,128546,147
92020,8,2015,R,N,13531,177055,13
92021,8,2015,C,N,526,87909,167
92021,8,2015,R,N,13652,1128284,83
92024,8,2015,C,Y,0,0,0
92024,8,2015,R,Y,16184,211685,13
92025,8,2015,C,Y,0,0,0
92025,8,2015,R,N,10984,146256,13
92026,8,2015,C,Y,0,0,0
92026,8,2015,R,N,9664,103877,11
92027,8,2015,C,Y,0,0,0
92027,8,2015,R,Y,12421,138553,11
92028,8,2015,C,Y,0,0,0
92028,8,2015,R,Y,8225,104975,13
92029,8,2015,C,Y,0,0,0
92029,8,2015,R,N,5329,67679,13
92036,8,2015,C,Y,0,0,0
92036,8,2015,R,Y,0,0,0
92037,8,2015,C,Y,0,0,0
92037,8,2015,R,Y,14588,227618,16
92040,8,2015,C,N,211,18563,88
92040,8,2015,R,N,8671,1046425,121
92045,8,2015,C,Y,0,0,0
92045,8,2015,R,Y,0,0,0
92049,8,2015,C,Y,0,0,0
92049,8,2015,R,Y,0,0,0
92054,8,2015,C,Y,0,0,0
92054,8,2015,R,Y,11647,153947,13
92055,8,2015,C,Y,0,0,0
92055,8,2015,R,Y,0,0,0
