ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,4,2012,C,Y,89,19372,218
91901,4,2012,R,Y,2580,82996,32
91902,4,2012,C,Y,0,0,0
91902,4,2012,R,N,5844,188831,32
91905,4,2012,C,Y,0,0,0
91905,4,2012,R,Y,0,0,0
91906,4,2012,C,Y,0,0,0
91906,4,2012,R,Y,0,0,0
91910,4,2012,C,Y,0,0,0
91910,4,2012,R,Y,25026,1662282,66
91911,4,2012,C,Y,521,141674,272
91911,4,2012,R,Y,19866,1561471,79
91912,4,2012,C,Y,0,0,0
91912,4,2012,R,Y,0,0,0
91913,4,2012,C,N,84,19995,238
91913,4,2012,R,N,15953,392851,25
91914,4,2012,C,Y,0,0,0
91914,4,2012,R,N,5800,1168590,201
91915,4,2012,C,Y,76,24495,322
91915,4,2012,R,Y,10015,248396,25
91916,4,2012,C,Y,0,0,0
91916,4,2012,R,Y,0,0,0
91917,4,2012,C,Y,0,0,0
91917,4,2012,R,Y,0,0,0
91931,4,2012,C,Y,0,0,0
91931,4,2012,R,Y,0,0,0
91932,4,2012,C,N,176,29647,168
91932,4,2012,R,N,10347,263806,25
91934,4,2012,C,Y,0,0,0
91934,4,2012,R,Y,0,0,0
91935,4,2012,C,Y,0,0,0
91935,4,2012,R,N,234,11708,50
91941,4,2012,C,N,148,20013,135
91941,4,2012,R,N,12901,425112,33
91942,4,2012,C,N,754,145099,192
91942,4,2012,R,N,12757,385628,30
91945,4,2012,C,N,345,39618,115
91945,4,2012,R,N,9211,1209884,131
91948,4,2012,C,Y,0,0,0
91948,4,2012,R,Y,0,0,0
91950,4,2012,C,Y,1651,331264,201
91950,4,2012,R,Y,14029,1300705,93
91962,4,2012,C,Y,0,0,0
91962,4,2012,R,Y,0,0,0
91963,4,2012,C,Y,0,0,0
91963,4,2012,R,Y,0,0,0
91977,4,2012,C,N,362,47715,132
91977,4,2012,R,N,17878,487713,27
91978,4,2012,C,N,55,9231,168
91978,4,2012,R,N,2769,83811,30
91980,4,2012,C,Y,0,0,0
91980,4,2012,R,Y,0,0,0
92003,4,2012,C,Y,0,0,0
92003,4,2012,R,N,166,5835,35
92004,4,2012,C,Y,0,0,0
92004,4,2012,R,Y,363,7373,20
92007,4,2012,C,Y,0,0,0
92007,4,2012,R,N,4929,136179,28
92008,4,2012,C,N,597,194533,326
92008,4,2012,R,N,12143,367284,30
92009,4,2012,C,Y,0,0,0
92009,4,2012,R,N,17826,1548080,87
92010,4,2012,C,Y,0,0,0
92010,4,2012,R,N,6281,160740,26
92011,4,2012,C,N,180,47832,266
92011,4,2012,R,N,10409,1211139,116
92014,4,2012,C,N,192,50352,262
92014,4,2012,R,N,6409,228329,36
92019,4,2012,C,N,203,67865,334
92019,4,2012,R,N,13850,396638,29
92020,4,2012,C,N,990,192568,195
92020,4,2012,R,N,16587,1501060,90
92021,4,2012,C,N,596,124445,209
92021,4,2012,R,N,16516,2458791,149
92024,4,2012,C,Y,899,195401,217
92024,4,2012,R,Y,18940,604619,32
92025,4,2012,C,Y,1479,255277,173
92025,4,2012,R,Y,13267,411735,31
92026,4,2012,C,Y,189,47045,249
92026,4,2012,R,Y,11835,1296010,110
92027,4,2012,C,Y,261,59853,229
92027,4,2012,R,Y,14901,474150,32
92028,4,2012,C,Y,0,0,0
92028,4,2012,R,Y,9948,307183,31
92029,4,2012,C,Y,0,0,0
92029,4,2012,R,N,6574,247271,38
92036,4,2012,C,Y,0,0,0
92036,4,2012,R,Y,0,0,0
92037,4,2012,C,Y,0,0,0
92037,4,2012,R,Y,17482,679434,39
92040,4,2012,C,N,223,24267,109
92040,4,2012,R,N,10198,293883,29
92045,4,2012,C,Y,0,0,0
92045,4,2012,R,Y,0,0,0
92049,4,2012,C,Y,0,0,0
92049,4,2012,R,Y,0,0,0
92054,4,2012,C,Y,738,156956,213
92054,4,2012,R,Y,14524,564086,39
92055,4,2012,C,Y,0,0,0
92055,4,2012,R,Y,0,0,0
92056,4,2012,C,Y,0,0,0
92056,4,2012,R,N,22619,637550,28
92057,4,2012,C,Y,0,0,0
