ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
91901,4,2019,C,Y,0,0,0
91901,4,2019,R,Y,2184,59160,27
91902,4,2019,C,Y,0,0,0
91902,4,2019,R,N,5282,124590,24
91905,4,2019,C,Y,0,0,0
91905,4,2019,R,Y,0,0,0
91906,4,2019,C,Y,0,0,0
91906,4,2019,R,Y,0,0,0
91910,4,2019,C,Y,0,0,0
91910,4,2019,R,Y,21428,446999,21
91911,4,2019,C,Y,492,180549,367
91911,4,2019,R,Y,17267,416404,24
91912,4,2019,C,Y,0,0,0
91912,4,2019,R,Y,0,0,0
91913,4,2019,C,N,90,32358,360
91913,4,2019,R,N,16664,328390,20
91914,4,2019,C,Y,0,0,0
91914,4,2019,R,N,5272,126147,24
91915,4,2019,C,Y,81,26934,333
91915,4,2019,R,Y,10374,199143,19
91916,4,2019,C,Y,0,0,0
91916,4,2019,R,Y,0,0,0
91917,4,2019,C,Y,0,0,0
91917,4,2019,R,Y,0,0,0
91931,4,2019,C,Y,0,0,0
91931,4,2019,R,Y,0,0,0
91932,4,2019,C,N,165,42304,256
91932,4,2019,R,N,8834,177376,20
91934,4,2019,C,Y,0,0,0
91934,4,2019,R,Y,0,0,0
91935,4,2019,C,Y,0,0,0
91935,4,2019,R,N,216,9218,43
91941,4,2019,C,N,136,23327,172
91941,4,2019,R,N,11140,269831,24
91942,4,2019,C,N,668,186738,280
91942,4,2019,R,N,11184,257948,23
91945,4,2019,C,N,305,45407,149
91945,4,2019,R,N,8054,164738,20
91948,4,2019,C,Y,0,0,0
91948,4,2019,R,Y,0,0,0
91950,4,2019,C,Y,1502,430014,286
91950,4,2019,R,Y,12150,259341,21
91962,4,2019,C,Y,0,0,0
91962,4,2019,R,Y,0,0,0
91963,4,2019,C,Y,0,0,0
91963,4,2019,R,Y,0,0,0
91977,4,2019,C,N,323,49283,153
91977,4,2019,R,N,15761,362855,23
91978,4,2019,C,Y,0,0,0
91978,4,2019,R,N,2482,59400,24
91980,4,2019,C,Y,0,0,0
91980,4,2019,R,Y,0,0,0
92003,4,2019,C,Y,0,0,0
92003,4,2019,R,N,216,5021,23
92004,4,2019,C,Y,0,0,0
92004,4,2019,R,Y,297,3325,11
92007,4,2019,C,Y,0,0,0
92007,4,2019,R,N,4263,89869,21
92008,4,2019,C,N,558,269749,483
92008,4,2019,R,N,10414,238009,23
92009,4,2019,C,N,219,126139,576
92009,4,2019,R,N,15880,402687,25
92010,4,2019,C,Y,0,0,0
92010,4,2019,R,N,6531,128074,20
92011,4,2019,C,N,195,123475,633
92011,4,2019,R,N,9153,200689,22
92014,4,2019,C,N,172,66248,385
92014,4,2019,R,N,5572,153664,28
92019,4,2019,C,N,208,80341,386
92019,4,2019,R,N,12319,292943,24
92020,4,2019,C,N,894,202786,227
